, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0832,0.0845,0.0814,0.0852,0.0819,0.0871,0.0862,0.0854,0.0856,0.0890,0.0876,0.0990,OD600:600
B,0.0990,1.0234,1.0086,1.0093,0.6255,0.6273,0.6255,0.9875,0.9838,0.9854,0.1045,0.1163,OD600:600
C,0.0994,0.8207,0.8065,0.7981,0.4549,0.4559,0.4533,0.7804,0.7705,0.7741,0.1008,0.0931,OD600:600
D,0.0950,0.5555,0.5406,0.5497,0.2690,0.2682,0.2672,0.5052,0.5127,0.4862,0.1010,0.0944,OD600:600
E,0.0997,0.3548,0.3476,0.3409,0.1641,0.1630,0.1613,0.3019,0.2739,0.2721,0.0998,0.0913,OD600:600
F,0.0996,0.2232,0.1934,0.1812,0.1234,0.1224,0.1263,0.1680,0.1747,0.1753,0.1010,0.0951,OD600:600
G,0.0999,0.1278,0.1398,0.1242,0.1133,0.1127,0.1100,0.1198,0.1190,0.1172,0.1031,0.0930,OD600:600
H,0.0815,0.1147,0.0928,0.0937,0.0967,0.1012,0.1004,0.0889,0.0850,0.0851,0.0826,0.0840,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,6000,0000,0000,1400,9000,3000,0000,0000,1900,0000,0000,4000,479,520
B,0000,1204,1180,1237,2800,6000,6000,9980,9990,1004,0000,0000,479,520
C,0000,9750,9920,9590,1000,0000,1000,7750,7800,7830,0000,6000,479,520
D,0000,6340,6030,6140,0000,7000,1200,4920,4780,4420,4000,1900,479,520
E,2000,3130,3320,3470,1300,1200,7000,2040,1950,1940,7000,1300,479,520
F,2100,1560,1060,1410,0000,0000,1000,8300,9500,8300,6000,0000,479,520
G,6000,1800,7500,3800,8000,1200,1000,4000,4700,2700,0000,1000,479,520
H,0000,0000,1500,1300,0000,1300,3000,0000,5000,0000,0000,6000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,8000,9000,0000,2200,0000,3300,3700,1000,1000,7000,2200,579,616
B,0000,0000,2800,5200,10860,11416,10763,1800,1986,1831,7000,3200,579,616
C,1300,1800,4300,2500,8017,8129,8129,1121,1194,1244,2000,1900,579,616
D,5000,3700,2600,3900,4556,4296,4485,6430,6440,6310,1300,2400,579,616
E,2100,0000,0000,1600,1925,1717,1658,3250,2910,3040,1000,1300,579,616
F,3600,1800,3800,1000,7020,7260,1074,2160,1690,1350,3400,3000,579,616
G,1400,0000,2200,0000,4130,4570,3590,8700,1290,1070,1600,1200,579,616
H,4800,0000,4600,1700,3200,2100,2700,0000,2000,2100,1200,4200,579,616
