, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0864,0.0871,0.0866,0.0920,0.0865,0.0949,0.0905,0.0922,0.0910,0.0893,0.0941,0.0872,OD600:600
B,0.1026,1.0193,0.9875,0.9862,0.6836,0.6882,0.6790,1.0129,0.9989,1.0214,0.1087,0.1272,OD600:600
C,0.1091,0.8308,0.8010,0.7842,0.5204,0.5148,0.5009,0.8071,0.7993,0.8098,0.1028,0.0976,OD600:600
D,0.1034,0.5727,0.5552,0.5620,0.2869,0.2877,0.2831,0.5518,0.5585,0.5290,0.1042,0.0995,OD600:600
E,0.1044,0.3641,0.3631,0.3611,0.1662,0.1678,0.1652,0.3580,0.3325,0.3178,0.1026,0.0974,OD600:600
F,0.1033,0.2622,0.2131,0.1885,0.1270,0.1269,0.1318,0.1968,0.2206,0.2234,0.1069,0.0994,OD600:600
G,0.1035,0.1314,0.1374,0.1273,0.1165,0.1147,0.1142,0.1239,0.1227,0.1196,0.1058,0.0968,OD600:600
H,0.0828,0.1220,0.0969,0.1018,0.1029,0.1031,0.1031,0.0978,0.0909,0.0911,0.0828,0.0838,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,7000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,479,520
B,1300,1645,1499,1533,0000,9000,2000,1243,1316,1273,4000,7000,479,520
C,0000,1314,1200,1123,1900,6000,1300,9630,9360,9880,6000,1100,479,520
D,3000,8980,7870,7390,0000,9000,1800,6030,5790,5700,1300,7000,479,520
E,2000,4480,4800,4390,0000,1000,9000,2960,2600,2470,6000,1400,479,520
F,3000,2320,1850,1630,2200,1900,0000,1300,1750,1640,3000,7000,479,520
G,0000,5400,4200,5100,0000,0000,1500,3400,4400,4400,0000,1200,479,520
H,2000,9000,4000,0000,0000,0000,9000,0000,3000,0000,1800,1700,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5500,2900,2000,2700,2800,8000,4000,0000,1600,1500,5000,2700,579,616
B,2000,6700,5200,6800,15568,15751,15610,2772,2760,2501,1000,3000,579,616
C,2000,4500,9000,4100,11525,10403,11368,1865,1912,1728,1200,9000,579,616
D,2600,3700,2800,6900,5822,5359,5962,8570,8790,7850,2300,1300,579,616
E,1800,0000,2700,1500,2127,2288,2182,3110,3110,3150,1700,4000,579,616
F,1000,0000,9000,3400,9510,9530,8930,2080,2850,2060,1100,2600,579,616
G,1400,7000,3600,0000,4030,4890,4470,9900,1370,1690,8000,1300,579,616
H,5200,0000,1100,2000,2400,2000,1700,0000,1500,1000,5100,2000,579,616
