, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0868,0.0882,0.0882,0.0927,0.0881,0.0947,0.0952,0.0909,0.0991,0.0873,0.0834,0.0831,OD600:600
B,0.0899,0.7152,0.7410,0.7782,0.5921,0.6680,0.5966,0.6538,0.6576,0.6728,0.1023,0.0909,OD600:600
C,0.0936,0.6054,0.6422,0.6881,0.4701,0.4834,0.4655,0.5805,0.5604,0.5620,0.1314,0.0887,OD600:600
D,0.0911,0.3779,0.4255,0.4797,0.3202,0.3278,0.3176,0.4032,0.4187,0.3920,0.1488,0.0910,OD600:600
E,0.0912,0.1843,0.2198,0.2573,0.2087,0.2339,0.2297,0.2776,0.3169,0.2772,0.1509,0.0907,OD600:600
F,0.0950,0.1597,0.2154,0.2171,0.1923,0.2108,0.2133,0.2574,0.2489,0.2400,0.1496,0.0981,OD600:600
G,0.0858,0.1409,0.1692,0.1590,0.1572,0.1623,0.1649,0.1679,0.1512,0.1521,0.1123,0.0902,OD600:600
H,0.0891,0.2548,0.1105,0.0982,0.1016,0.0994,0.0975,0.1113,0.0940,0.0954,0.0848,0.0840,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,3000,2000,0000,0000,4000,1400,0000,1800,5000,1200,1600,479,520
B,0000,8830,8770,8870,1500,2000,8000,5050,5460,5800,7000,4000,479,520
C,0000,6220,6300,5720,0000,2000,1600,3380,3510,3550,8000,5000,479,520
D,2000,3690,3500,2590,0000,0000,0000,1530,1770,1530,1200,0000,479,520
E,1600,1810,1310,9900,1100,0000,3000,7400,9100,8000,2000,3000,479,520
F,7000,9400,3800,6100,6000,2800,3000,4000,3900,4600,0000,0000,479,520
G,0000,4100,5700,4600,2000,0000,1600,3600,3400,2200,0000,1100,479,520
H,5000,1600,8000,3400,3000,7000,1000,1300,5000,1300,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,5300,1600,2600,1000,2700,1800,0000,3900,4000,2000,3000,579,616
B,2000,3200,1100,7000,8677,8370,8748,3120,3771,3810,6000,1300,579,616
C,3700,0000,2100,5000,5336,4836,5393,1787,1874,1903,3000,2800,579,616
D,3700,9000,1000,0000,2521,2286,2258,8580,1018,9610,2900,1900,579,616
E,3700,2400,0000,5000,9500,9220,9350,3520,3530,3520,3100,2100,579,616
F,3100,2100,1000,8000,6340,6080,4700,1890,1640,2710,0000,1000,579,616
G,5000,2700,0000,1000,2520,2810,3400,1110,1170,1240,9000,1000,579,616
H,0000,3500,0000,1000,2000,0000,2000,1800,2000,4400,1100,0000,579,616
