, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1005,0.1235,0.0874,0.0941,0.0870,0.0939,0.0974,0.0995,0.1003,0.1049,0.0948,0.0827,OD600:600
B,0.0899,0.9902,1.2123,1.2776,1.0613,1.0722,1.0563,1.2649,1.2379,1.2271,0.1052,0.0952,OD600:600
C,0.1014,0.8935,0.9170,0.9748,0.7862,0.7806,0.7730,0.9581,0.9496,0.9690,0.1033,0.0977,OD600:600
D,0.0973,0.4442,0.4399,0.6758,0.5518,0.5545,0.5929,0.6622,0.7443,0.6330,0.1039,0.0994,OD600:600
E,0.0900,0.2770,0.2795,0.3068,0.3946,0.4408,0.4507,0.4799,0.4823,0.4857,0.2719,0.1005,OD600:600
F,0.0966,0.2116,0.2178,0.3245,0.3168,0.3796,0.3949,0.4329,0.4221,0.4268,0.3117,0.1026,OD600:600
G,0.1025,0.1469,0.1408,0.1446,0.1332,0.1400,0.1422,0.1650,0.1378,0.1399,0.1047,0.1027,OD600:600
H,0.0823,0.1354,0.1342,0.0997,0.1011,0.1032,0.1044,0.0992,0.1004,0.0984,0.0958,0.0847,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1000,1300,0000,2300,1600,0000,0000,0000,1000,0000,0000,479,520
B,1100,1932,2157,2227,7000,2000,1400,1642,1660,1602,4000,0000,479,520
C,0000,1494,1540,1572,0000,3000,0000,1123,1108,1163,1000,0000,479,520
D,4000,7090,7050,8060,5000,8000,9000,2610,3920,4410,0000,7000,479,520
E,4000,3750,3900,3220,1200,1500,8000,9500,9600,1040,4000,5000,479,520
F,1000,2670,2460,2090,0000,0000,2000,6100,6200,6100,1000,0000,479,520
G,0000,1150,8000,9000,3000,0000,0000,4000,7200,6200,7000,0000,479,520
H,3300,9200,9900,5000,5000,0000,1300,1400,0000,0000,2000,1300,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,0000,2200,3700,2100,3300,5000,2800,1400,1000,2500,1600,579,616
B,3000,3700,6100,7600,27647,26441,27069,8029,7882,7715,0000,1800,579,616
C,2200,3700,5700,2900,19771,18066,18793,5940,6260,6306,7000,0000,579,616
D,3800,2600,1600,4000,6280,5165,4494,1503,2030,2480,8000,2600,579,616
E,2600,1900,9000,3200,2936,2173,1996,5110,5160,7020,1500,2600,579,616
F,2500,2600,0000,1600,2134,1593,1091,2530,3160,3340,9000,8000,579,616
G,5000,3500,1200,0000,8080,7390,7580,1640,2420,2300,2000,2200,579,616
H,4400,0000,2400,2000,1800,0000,8000,0000,4000,6000,1600,5000,579,616
