, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0394,0.0370,0.0379,0.0428,0.0383,0.0381,0.0374,0.0382,0.0430,0.0455,0.0362,0.0391,OD600:600
B,0.0369,0.0483,0.0481,0.0492,0.0460,0.0643,0.0433,0.0463,0.0479,0.0483,0.0380,0.0376,OD600:600
C,0.0384,0.0496,0.0595,0.0502,0.0459,0.0439,0.0473,0.0470,0.0475,0.0473,0.0383,0.0379,OD600:600
D,0.0368,0.0503,0.0511,0.0483,0.0404,0.0422,0.0442,0.0480,0.0470,0.0457,0.0410,0.0376,OD600:600
E,0.0392,0.0497,0.0526,0.0493,0.0432,0.0420,0.0439,0.0462,0.0464,0.0601,0.0373,0.0384,OD600:600
F,0.0448,0.0507,0.0529,0.0501,0.0420,0.0517,0.0441,0.0467,0.0525,0.0457,0.0381,0.0383,OD600:600
G,0.0379,0.0532,0.0626,0.0508,0.0420,0.0414,0.0443,0.0458,0.0452,0.0556,0.0372,0.0367,OD600:600
H,0.0377,0.0474,0.0383,0.0409,0.0364,0.0374,0.0387,0.0419,0.0401,0.0387,0.0378,0.0375,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,1100,1500,2700,0000,0000,1100,0000,9000,0000,4000,1600,479,520
B,1500,1900,3900,3000,7000,0000,0000,1500,1900,1900,0000,0000,479,520
C,3000,1700,3100,2700,0000,3000,1700,1500,2300,3800,0000,0000,479,520
D,0000,1800,3900,1700,5000,0000,1200,7000,2300,0000,0000,0000,479,520
E,9000,1000,3700,2900,8000,1200,0000,1000,6000,8000,1000,0000,479,520
F,6000,3500,8000,3200,1000,1100,8000,9000,1900,8000,0000,0000,479,520
G,3000,4200,4300,4400,9000,0000,5000,2000,1600,2800,1000,9000,479,520
H,2000,0000,4000,8000,0000,0000,6000,6000,7000,0000,0000,1100,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,0000,0000,1300,3500,4000,3700,0000,4700,2300,2100,0000,579,616
B,0000,0000,2900,1100,3300,1000,6600,5800,5700,2900,0000,3600,579,616
C,1000,0000,2000,2000,7100,6400,6700,4000,7800,6800,1500,1400,579,616
D,1900,2600,2500,2900,6000,8600,7900,4400,4000,4300,1500,2800,579,616
E,3000,1800,3100,3000,7500,2900,8600,6700,6900,7500,6000,0000,579,616
F,1400,3000,2000,5600,3800,3600,5700,8200,8700,1900,2400,1900,579,616
G,1400,2400,1400,2400,5000,7900,1090,2500,4100,5500,0000,3200,579,616
H,0000,4000,0000,1500,7000,2300,1700,1100,1300,7000,5000,0000,579,616
