, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0857,0.0797,0.0810,0.0849,0.0802,0.0838,0.0826,0.0814,0.0843,0.0890,0.0832,0.0828,OD600:600
B,0.0909,1.0044,0.9776,0.9736,0.6831,0.6890,0.6833,0.9967,0.9906,1.0067,0.1031,0.1041,OD600:600
C,0.1010,0.8160,0.7907,0.7752,0.5105,0.5079,0.4993,0.7953,0.7890,0.7971,0.1030,0.0911,OD600:600
D,0.0901,0.5701,0.5511,0.5543,0.2880,0.2892,0.2841,0.5465,0.5518,0.5350,0.1011,0.0930,OD600:600
E,0.0950,0.3615,0.3567,0.3510,0.1658,0.1680,0.1658,0.3469,0.3276,0.3176,0.0998,0.0861,OD600:600
F,0.0937,0.2549,0.2381,0.2042,0.1224,0.1224,0.1272,0.1965,0.2026,0.2017,0.0974,0.0914,OD600:600
G,0.0959,0.1253,0.1389,0.1234,0.1117,0.1108,0.1105,0.1199,0.1199,0.1153,0.1010,0.0848,OD600:600
H,0.0814,0.1112,0.0938,0.0930,0.0976,0.1003,0.1022,0.0892,0.0855,0.0837,0.0841,0.0842,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,0000,5000,3000,9000,5000,0000,3000,0000,4000,0000,6000,479,520
B,1100,1290,1290,1295,1200,9000,2000,1048,1069,1089,0000,6000,479,520
C,1300,1011,1011,1040,2200,0000,1000,8680,8380,8590,0000,0000,479,520
D,1500,6640,6360,6500,0000,2000,4000,5680,5730,5320,0000,0000,479,520
E,4000,3910,3690,3860,6000,0000,5000,2550,2290,2280,5000,1300,479,520
F,2200,1890,1560,1400,1100,0000,0000,1210,1310,1100,4000,0000,479,520
G,4000,1000,7100,2200,1000,5000,3000,3000,4200,2800,0000,5000,479,520
H,0000,0000,0000,0000,6000,1500,2100,4000,5000,5000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,3000,3000,9000,0000,3000,0000,0000,9000,3000,1500,1000,579,616
B,4000,0000,4600,6200,15282,15348,15050,2555,2684,2773,2700,1500,579,616
C,5000,3200,4400,5900,11534,11191,10660,1620,1735,1869,0000,2000,579,616
D,1700,2300,1700,3600,5658,5811,5557,8290,7650,7030,2300,5000,579,616
E,1700,0000,1200,0000,2284,2407,2161,3580,3150,2790,1800,1000,579,616
F,1800,3200,0000,2900,9230,1101,1030,2120,1820,2830,2200,9000,579,616
G,2500,5000,3000,0000,5180,5160,3970,1380,1390,1660,6000,1700,579,616
H,0000,0000,2700,1800,3200,2300,1800,3200,0000,4000,1700,9000,579,616
