, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1004,0.1217,0.0870,0.0912,0.0899,0.0943,0.0987,0.1010,0.1006,0.1031,0.0955,0.0829,OD600:600
B,0.0872,1.0188,1.1547,1.2542,0.9848,0.9892,0.9776,1.2504,1.2427,1.2078,0.1056,0.0990,OD600:600
C,0.1020,0.8505,0.8497,0.9610,0.7184,0.7188,0.7172,0.9427,0.9306,0.9351,0.1041,0.1018,OD600:600
D,0.0974,0.4493,0.4475,0.5666,0.4866,0.4791,0.5222,0.5604,0.6149,0.5457,0.1065,0.1034,OD600:600
E,0.0882,0.2804,0.2823,0.2827,0.3257,0.3548,0.3672,0.4081,0.4122,0.4045,0.1944,0.1032,OD600:600
F,0.0963,0.2143,0.2198,0.2561,0.2485,0.3034,0.3171,0.3515,0.3478,0.3512,0.2488,0.1048,OD600:600
G,0.1013,0.1475,0.1422,0.1464,0.1336,0.1343,0.1397,0.1536,0.1399,0.1401,0.1057,0.1046,OD600:600
H,0.0826,0.1361,0.1357,0.1030,0.1031,0.1039,0.1043,0.1007,0.1004,0.1008,0.0986,0.0851,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,1240,1000,2300,0000,0000,6000,1000,1400,0000,0000,1800,479,520
B,2600,2017,2102,2218,2000,8000,9000,1630,1636,1566,0000,6000,479,520
C,2000,1408,1393,1531,3100,6000,5000,1098,1115,1114,0000,0000,479,520
D,5000,7910,7090,7820,1600,0000,6000,3610,4390,4820,1000,0000,479,520
E,1100,3890,4040,3820,0000,4000,0000,1510,1660,1550,0000,5000,479,520
F,4700,2880,2440,2540,0000,0000,0000,9700,1100,8800,1700,0000,479,520
G,0000,1300,6900,7800,0000,2000,1000,4100,6800,6400,3000,4000,479,520
H,0000,8800,9400,9000,0000,5000,1000,1000,0000,0000,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1900,8000,6000,0000,1100,9000,3100,0000,0000,2500,3100,8000,579,616
B,3000,2600,4400,1500,24299,23525,24732,6775,7193,6689,4000,1000,579,616
C,2400,2400,1200,2700,17599,16348,16443,5134,5053,5082,6000,2700,579,616
D,1600,3800,2700,2000,7407,6564,5969,1807,2173,2337,1400,0000,579,616
E,3400,1500,3500,2700,3966,3152,3180,7750,9300,8510,1800,0000,579,616
F,3000,3200,0000,1000,2653,2022,1667,4300,4620,4050,5000,0000,579,616
G,9000,1800,4000,1900,8630,6840,7030,2230,2210,2390,1400,7000,579,616
H,3000,0000,0000,2600,4000,0000,1800,0000,6000,0000,1800,0000,579,616
