, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0391,0.0357,0.0372,0.0361,0.0367,0.0386,0.0366,0.0383,0.0379,0.0466,0.0367,0.0419,OD600:600
B,0.0405,0.9407,0.9357,0.9360,0.2721,0.2740,0.2713,0.8294,0.8432,0.8301,0.0417,0.0576,OD600:600
C,0.0439,0.7354,0.7275,0.7244,0.2066,0.2079,0.2098,0.6436,0.6450,0.6331,0.0382,0.0385,OD600:600
D,0.0376,0.4543,0.4419,0.4486,0.1529,0.1572,0.1548,0.3630,0.3647,0.3351,0.0375,0.0383,OD600:600
E,0.0390,0.2570,0.2510,0.2430,0.0885,0.0888,0.0894,0.1771,0.1546,0.1626,0.0385,0.0377,OD600:600
F,0.0371,0.1018,0.0971,0.1036,0.0570,0.0547,0.0572,0.0797,0.0835,0.0844,0.0440,0.0389,OD600:600
G,0.0383,0.0573,0.0769,0.0577,0.0453,0.0441,0.0447,0.0538,0.0523,0.0546,0.0387,0.0372,OD600:600
H,0.0366,0.0535,0.0379,0.0379,0.0361,0.0378,0.0359,0.0370,0.0372,0.0382,0.0380,0.0384,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,0000,0000,2000,3000,3000,1700,8000,1100,3000,0000,1200,479,520
B,0000,1720,1751,1702,4000,5000,1400,1410,1474,1428,0000,0000,479,520
C,6000,1249,1225,1222,0000,8000,1000,1050,1009,1047,4000,1000,479,520
D,2000,7790,7390,7450,6000,1400,1100,5710,5610,5170,1600,1800,479,520
E,1000,4000,3660,3680,1300,0000,8000,2240,2100,2300,8000,1100,479,520
F,9000,1730,1430,1490,1400,1200,0000,9400,9200,9600,1300,0000,479,520
G,0000,4300,8100,6300,1600,2300,0000,3500,3700,4300,0000,7000,479,520
H,0000,8000,0000,1100,0000,1000,0000,2000,1200,0000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2800,1800,1100,2800,1600,2000,1700,0000,6000,2400,0000,1000,579,616
B,0000,2600,9000,1300,5505,5593,5644,1769,1805,1862,1100,1300,579,616
C,0000,1700,0000,2700,4185,4177,4201,1346,1237,1206,1400,3100,579,616
D,1000,0000,4000,8000,3028,2969,2892,6460,6450,6450,1000,0000,579,616
E,2300,4000,8000,0000,1858,1792,1828,2940,2300,2890,2700,1400,579,616
F,3100,1000,1700,0000,7020,9610,8160,1820,1770,1590,4800,0000,579,616
G,3300,3400,2100,0000,4440,5350,3120,1550,1310,1420,9000,0000,579,616
H,3600,3300,9000,1500,1800,1400,8000,4300,1300,1200,1200,2000,579,616
