, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0872,0.0946,0.0952,0.0998,0.0972,0.1032,0.1018,0.1005,0.1045,0.0874,0.0958,0.0864,OD600:600
B,0.1009,0.6587,0.7727,0.8044,0.6426,0.6750,0.6481,0.7290,0.7223,0.7179,0.1123,0.1048,OD600:600
C,0.1030,0.6028,0.6659,0.9061,0.7038,0.6921,0.6647,0.8363,0.8251,0.8265,0.3279,0.1064,OD600:600
D,0.1013,0.3717,0.5974,0.6511,0.4810,0.5075,0.5020,0.6055,0.6288,0.5815,0.3395,0.1106,OD600:600
E,0.1015,0.1942,0.3999,0.4091,0.3891,0.3854,0.3854,0.3908,0.4091,0.4129,0.3203,0.1173,OD600:600
F,0.1075,0.1694,0.4089,0.3963,0.3686,0.3634,0.3608,0.3692,0.4082,0.3658,0.3552,0.3156,OD600:600
G,0.1034,0.1370,0.3770,0.3588,0.3438,0.3459,0.3526,0.3480,0.3512,0.3528,0.3464,0.3239,OD600:600
H,0.0974,0.2476,0.1476,0.1110,0.1099,0.1123,0.1144,0.1199,0.1141,0.1151,0.1038,0.0845,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,0000,0000,4000,8000,1600,0000,3000,1000,3000,0000,0000,479,520
B,4000,7280,8100,8960,1100,2000,4000,5460,5520,4990,1200,7000,479,520
C,1100,5380,5390,2280,1300,1400,1000,1390,1370,1920,0000,1000,479,520
D,0000,3080,1840,1330,0000,8000,1000,4800,8500,5400,5000,0000,479,520
E,6000,9900,3200,4000,0000,0000,0000,1900,2600,2400,0000,0000,479,520
F,0000,9300,1400,2500,8000,0000,3000,4600,2500,2000,0000,1000,479,520
G,0000,2400,2900,3000,1300,0000,1000,0000,5000,1700,0000,1100,479,520
H,0000,0000,2200,6000,8000,7000,4000,0000,1100,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,6000,1100,5000,1300,1900,1000,8000,1600,3200,2000,2600,3000,579,616
B,2000,2500,2100,1000,11131,10398,10969,4085,4409,3798,4000,3000,579,616
C,0000,4700,6000,0000,2505,2560,2411,8270,1036,1217,1000,3300,579,616
D,1300,3600,3400,7000,9810,1009,1102,3760,4220,3650,1600,7000,579,616
E,1000,6000,2400,1000,4800,4960,4610,1220,1410,1360,4000,1400,579,616
F,5000,1500,0000,2000,2700,2140,2590,7000,1090,8000,2000,9000,579,616
G,1700,0000,2400,0000,1570,1180,1500,6500,9200,8100,3000,2900,579,616
H,1900,2200,1600,4600,3000,1400,3700,3700,3000,2100,3000,8000,579,616
