, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0383,0.0362,0.0364,0.0373,0.0370,0.0410,0.0371,0.0386,0.0383,0.0464,0.0379,0.0377,OD600:600
B,0.0377,0.0442,0.0436,0.0435,0.0418,0.0416,0.0418,0.0421,0.0433,0.0436,0.0380,0.0372,OD600:600
C,0.0396,0.0477,0.0451,0.0441,0.0406,0.0412,0.0422,0.0443,0.0433,0.0435,0.0380,0.0386,OD600:600
D,0.0377,0.0448,0.0434,0.0431,0.0419,0.0416,0.0416,0.0431,0.0423,0.0411,0.0374,0.0375,OD600:600
E,0.0399,0.0508,0.0516,0.0425,0.0401,0.0404,0.0412,0.0442,0.0452,0.0445,0.0384,0.0383,OD600:600
F,0.0363,0.0438,0.0454,0.0461,0.0421,0.0398,0.0411,0.0438,0.0426,0.0423,0.0418,0.0381,OD600:600
G,0.0383,0.0442,0.0542,0.0459,0.0408,0.0400,0.0414,0.0427,0.0469,0.0441,0.0389,0.0374,OD600:600
H,0.0370,0.0382,0.0382,0.0379,0.0365,0.0379,0.0366,0.0370,0.0375,0.0381,0.0380,0.0380,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,9000,1000,0000,9000,0000,0000,0000,2000,2000,1000,0000,2000,479,520
B,0000,3900,1300,2600,6000,1200,0000,2500,1100,1600,1200,6000,479,520
C,7000,0000,3600,1200,0000,1900,8000,1300,2500,1200,0000,7000,479,520
D,0000,5000,3400,3800,7000,1000,4000,1600,1000,9000,4000,0000,479,520
E,0000,4900,2500,3900,0000,0000,0000,1400,1700,2100,0000,1000,479,520
F,0000,3300,3100,3100,4000,0000,2000,2900,1900,7000,0000,0000,479,520
G,0000,1500,2900,6000,1300,1900,1000,3200,3200,1600,0000,0000,479,520
H,0000,0000,3000,1000,7000,1000,0000,6000,0000,3000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,2100,0000,2200,1300,1500,1500,2000,1200,6000,1100,1200,579,616
B,0000,1200,3000,1900,9000,1140,9800,5700,5000,3700,4100,1800,579,616
C,1300,1400,1100,0000,1020,5900,9200,4700,8000,7100,1100,2100,579,616
D,0000,2400,3400,0000,8400,1080,8800,2700,5000,3600,6000,0000,579,616
E,7000,9000,6000,7000,8300,7800,1420,6900,7300,4900,1200,3600,579,616
F,3700,1800,2000,4000,6700,9500,1560,6600,5000,6600,6000,8000,579,616
G,2700,0000,1400,3000,1050,1230,1450,6500,6000,4800,3000,7000,579,616
H,2000,1300,6000,1400,0000,1700,1000,8000,1100,4000,1500,3000,579,616
