, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0865,0.0901,0.0870,0.0904,0.0863,0.0941,0.0910,0.0918,0.0973,0.0873,0.0871,0.0830,OD600:600
B,0.0895,0.5861,0.7622,0.8025,0.6907,0.7294,0.7068,0.7625,0.7464,0.7327,0.1074,0.0979,OD600:600
C,0.0959,0.5347,0.6666,0.9219,0.7331,0.7511,0.7323,0.8867,0.8643,0.8773,0.3318,0.0992,OD600:600
D,0.0933,0.3142,0.5974,0.6736,0.4952,0.5177,0.4424,0.6349,0.6162,0.6632,0.3666,0.1027,OD600:600
E,0.0957,0.1880,0.3877,0.3777,0.4211,0.3622,0.3007,0.3543,0.3963,0.3504,0.3367,0.0999,OD600:600
F,0.1022,0.1614,0.4011,0.3776,0.3177,0.2926,0.3263,0.3374,0.3982,0.3962,0.3326,0.3044,OD600:600
G,0.1007,0.1385,0.3833,0.2996,0.2932,0.2909,0.2644,0.2803,0.3234,0.3518,0.3228,0.2257,OD600:600
H,0.0964,0.2594,0.1446,0.1133,0.1083,0.1081,0.1136,0.1255,0.1116,0.1105,0.0969,0.0843,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,1000,2300,1400,0000,3100,1700,3000,0000,7000,1100,0000,479,520
B,1900,7200,8620,9240,1700,0000,1000,5810,6060,5150,8000,0000,479,520
C,0000,5260,5730,2540,5000,4000,4000,1610,1780,2220,3000,0000,479,520
D,1500,2590,2050,9200,0000,8000,2000,6800,8300,7400,0000,0000,479,520
E,1800,1280,5800,5300,0000,0000,0000,3100,1700,1300,1300,0000,479,520
F,0000,1110,2300,3100,0000,0000,4000,1300,2400,1900,0000,1000,479,520
G,5000,3700,3200,0000,1100,0000,2000,3300,3100,1700,1000,8000,479,520
H,2700,6500,0000,7000,1600,7000,1400,0000,0000,8000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4800,2000,0000,1600,1700,1800,2500,1100,3200,6000,5100,2700,579,616
B,1100,2100,2900,7800,12989,12583,13086,4880,4769,4649,3200,9000,579,616
C,9000,3500,1600,1700,2741,2836,2632,1074,1100,1720,0000,0000,579,616
D,1900,3500,1700,0000,1265,1229,1513,5360,4490,3730,0000,1100,579,616
E,3700,0000,2400,1700,4580,5780,6480,2060,1700,1290,1000,0000,579,616
F,0000,6000,5000,0000,3370,3690,3250,1460,1380,1080,4000,0000,579,616
G,3500,1300,2100,1200,1790,1160,1440,9800,7100,3500,2700,1200,579,616
H,1900,2200,4300,0000,1000,1700,2200,3400,3000,2900,2800,0000,579,616
