, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0386,0.0354,0.0368,0.0394,0.0368,0.0408,0.0368,0.0383,0.0380,0.0467,0.0370,0.0375,OD600:600
B,0.0411,0.9378,0.9298,0.9276,0.1908,0.1923,0.1884,0.8039,0.8141,0.7998,0.0464,0.0644,OD600:600
C,0.0455,0.7343,0.7276,0.7245,0.1429,0.1451,0.1460,0.6160,0.6197,0.6082,0.0374,0.0386,OD600:600
D,0.0377,0.4547,0.4393,0.4430,0.0942,0.0965,0.0959,0.3498,0.3559,0.3173,0.0377,0.0374,OD600:600
E,0.0390,0.2555,0.2511,0.2443,0.0729,0.0762,0.0773,0.1692,0.1502,0.1554,0.0383,0.0380,OD600:600
F,0.0367,0.1201,0.1067,0.1155,0.0564,0.0545,0.0560,0.0773,0.0800,0.0783,0.0431,0.0390,OD600:600
G,0.0383,0.0572,0.0730,0.0576,0.0449,0.0441,0.0445,0.0533,0.0525,0.0540,0.0383,0.0371,OD600:600
H,0.0371,0.0541,0.0393,0.0382,0.0365,0.0377,0.0359,0.0362,0.0375,0.0380,0.0379,0.0382,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1900,0000,0000,1400,0000,1000,0000,3000,1500,1000,9000,7000,479,520
B,2100,1759,1754,1758,2300,1200,0000,1474,1576,1479,5000,5000,479,520
C,0000,1268,1300,1281,9000,0000,2000,1042,1054,1043,0000,0000,479,520
D,0000,7320,7290,7320,8000,3000,3000,5520,5670,5390,0000,0000,479,520
E,6000,3890,3860,4060,0000,1600,0000,2180,2210,2230,7000,1800,479,520
F,0000,1730,1690,1510,1200,8000,1200,1070,1010,1010,8000,0000,479,520
G,1100,7800,6500,6400,1100,2300,1700,5800,4500,4500,0000,3000,479,520
H,0000,1500,0000,0000,4000,0000,1500,2000,2000,5000,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4000,0000,1000,2700,0000,3300,2300,1400,1700,0000,2000,0000,579,616
B,9000,1400,3700,4500,3471,3755,3538,1589,1511,1453,1400,6000,579,616
C,3000,0000,2000,3400,2570,2787,3018,1181,1157,1128,1600,2100,579,616
D,0000,3300,2500,0000,1678,1670,1697,5960,5980,6450,0000,1100,579,616
E,2000,1400,2500,1400,1001,1029,1119,3310,2650,2590,3000,2000,579,616
F,0000,0000,8000,9000,6960,7110,7110,1180,1340,1860,2300,1900,579,616
G,1800,0000,1900,0000,4190,4100,3430,1060,1170,1760,2100,2100,579,616
H,1000,1100,2800,2900,7000,0000,1900,3400,2800,5000,4100,6000,579,616
