, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0877,0.0899,0.0879,0.0956,0.0894,0.0969,0.0897,0.0884,0.0865,0.0888,0.0860,0.0930,OD600:600
B,0.1034,1.0532,1.0172,1.0112,0.6940,0.6996,0.6876,1.0344,1.0222,1.0500,0.1059,0.0990,OD600:600
C,0.1085,0.8636,0.8463,0.8301,0.5520,0.5495,0.5296,0.8544,0.8398,0.8473,0.1053,0.0893,OD600:600
D,0.1011,0.5929,0.5952,0.6106,0.3084,0.3094,0.2942,0.5909,0.5924,0.5613,0.1040,0.0921,OD600:600
E,0.1048,0.3776,0.3953,0.3939,0.1844,0.1876,0.1846,0.3881,0.3617,0.3498,0.1219,0.0899,OD600:600
F,0.1036,0.2656,0.2373,0.2064,0.1475,0.1460,0.1546,0.2108,0.2285,0.2393,0.1190,0.0953,OD600:600
G,0.1049,0.1316,0.1403,0.1276,0.1168,0.1154,0.1131,0.1232,0.1221,0.1192,0.1043,0.0923,OD600:600
H,0.0818,0.1229,0.1005,0.1011,0.1029,0.1021,0.1016,0.0957,0.0868,0.0878,0.0820,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,8000,3700,0000,6000,0000,1400,0000,2300,4000,1000,1200,479,520
B,0000,1702,1536,1614,5000,5000,1600,1276,1358,1403,2000,2000,479,520
C,0000,1364,1155,1084,5000,0000,3500,8740,9300,9620,0000,0000,479,520
D,4000,9140,7230,7050,1000,2100,2600,5660,5740,5430,8000,0000,479,520
E,5000,4760,4460,4220,8000,0000,4000,2580,2470,2120,1000,3000,479,520
F,1700,2570,1730,1600,9000,0000,1300,1250,1430,1520,0000,5000,479,520
G,6000,5300,7100,5100,0000,0000,6000,5600,7500,5100,0000,0000,479,520
H,0000,1800,1100,1100,3000,0000,1000,0000,5000,0000,9000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,6000,7000,0000,3800,2000,1000,1000,1000,4200,1800,0000,6000,579,616
B,2000,9600,7800,4700,15529,15119,15903,2595,2999,2668,1900,2700,579,616
C,1200,0000,5900,7800,10635,9947,10566,1605,1631,1675,8000,0000,579,616
D,7000,5800,0000,0000,5222,5273,5082,8660,8790,7550,1700,1000,579,616
E,2400,4000,0000,0000,2223,2063,1901,2840,3040,3310,5000,6000,579,616
F,0000,0000,0000,0000,8340,9270,8870,1590,2100,2210,4100,2200,579,616
G,8000,0000,2300,1100,4480,3690,5020,6900,1240,1420,5000,2700,579,616
H,0000,0000,0000,1100,7000,1300,1000,1400,8000,0000,2000,9000,579,616
