, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0846,0.0825,0.0815,0.0867,0.0816,0.0873,0.0842,0.0818,0.0847,0.0885,0.0880,0.0818,OD600:600
B,0.0951,1.0214,1.0067,1.0049,0.6232,0.6282,0.6246,0.9825,0.9799,0.9792,0.1046,0.1178,OD600:600
C,0.1001,0.8173,0.8023,0.7942,0.4540,0.4559,0.4528,0.7748,0.7659,0.7696,0.1015,0.0942,OD600:600
D,0.0955,0.5516,0.5354,0.5443,0.2683,0.2678,0.2663,0.4974,0.5045,0.4807,0.1017,0.0961,OD600:600
E,0.1035,0.3519,0.3444,0.3365,0.1634,0.1631,0.1615,0.2956,0.2679,0.2677,0.1012,0.0924,OD600:600
F,0.1010,0.2200,0.1882,0.1742,0.1236,0.1229,0.1265,0.1655,0.1730,0.1752,0.1024,0.0942,OD600:600
G,0.1011,0.1274,0.1422,0.1249,0.1145,0.1121,0.1112,0.1203,0.1194,0.1173,0.1029,0.0899,OD600:600
H,0.0828,0.1170,0.0890,0.0951,0.0992,0.1012,0.1023,0.0884,0.0881,0.0856,0.0843,0.0834,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,2000,0000,1900,1000,0000,0000,0000,8000,2000,0000,8000,479,520
B,4000,1189,1226,1216,8000,0000,1100,1016,1019,9930,0000,1000,479,520
C,5000,9570,9810,9650,2000,2700,1800,7880,7590,7560,1000,1400,479,520
D,2000,6220,5990,6130,8000,0000,1100,4760,4920,4270,1000,3000,479,520
E,6000,3600,3250,3320,6000,6000,5000,2280,2030,1870,0000,0000,479,520
F,2000,1590,9900,1090,0000,4000,0000,8300,9400,9300,0000,0000,479,520
G,2000,3100,7500,2600,5000,1000,2300,3200,3800,3000,2000,6000,479,520
H,1300,9000,0000,0000,3800,0000,0000,1200,1700,0000,8000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2600,2200,1200,2000,4000,3700,3000,1500,5600,2500,0000,1400,579,616
B,1900,2600,6000,4600,11086,11201,10942,1781,1945,1816,1200,3000,579,616
C,1000,0000,4500,2700,8113,7774,7680,1032,1202,1144,2200,1500,579,616
D,1800,3300,1700,2700,4470,4360,4399,5430,6260,5530,1800,1700,579,616
E,1800,5000,8000,1900,1745,2044,1814,2750,2310,2790,0000,4000,579,616
F,3600,1700,0000,1100,7700,7980,8680,1150,1400,2060,2600,2600,579,616
G,1100,0000,1900,4900,4680,3960,4310,8300,1440,1310,1300,3000,579,616
H,2500,2200,3300,1700,3200,3100,8000,1100,1800,0000,2000,1200,579,616
