, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0847,0.0816,0.0799,0.0849,0.0823,0.0904,0.0833,0.0827,0.0828,0.0889,0.0861,0.1041,OD600:600
B,0.0966,1.0151,0.9971,0.9960,0.6279,0.6363,0.6290,0.9893,0.9821,0.9873,0.1124,0.1140,OD600:600
C,0.0977,0.8163,0.7988,0.7896,0.4604,0.4621,0.4569,0.7806,0.7732,0.7775,0.0999,0.0927,OD600:600
D,0.0923,0.5557,0.5411,0.5454,0.2708,0.2697,0.2682,0.5146,0.5187,0.4999,0.1008,0.0939,OD600:600
E,0.0983,0.3538,0.3452,0.3415,0.1636,0.1630,0.1611,0.3105,0.2833,0.2784,0.0999,0.0903,OD600:600
F,0.0971,0.2316,0.1984,0.1829,0.1227,0.1218,0.1252,0.1736,0.1817,0.1762,0.1040,0.0931,OD600:600
G,0.0964,0.1251,0.1387,0.1234,0.1125,0.1112,0.1096,0.1187,0.1191,0.1153,0.1026,0.0858,OD600:600
H,0.0824,0.1101,0.0877,0.0906,0.0983,0.0988,0.0990,0.0907,0.0840,0.0846,0.0811,0.0840,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,7000,2000,1900,1500,9000,0000,9000,1500,0000,0000,8000,479,520
B,5400,1245,1217,1234,6000,1100,1300,1006,1034,1048,0000,1000,479,520
C,0000,1023,9670,9840,2000,2000,2000,7940,7990,8030,0000,2000,479,520
D,4000,6350,6090,5990,3000,1100,8000,4950,5040,4680,2200,8000,479,520
E,2200,3600,3490,3720,0000,0000,0000,2160,2010,1950,7000,9000,479,520
F,2600,1480,1060,1240,2300,8000,0000,9000,9200,1040,1300,0000,479,520
G,0000,4800,3700,4900,2000,0000,3000,2600,3100,3000,7000,1600,479,520
H,0000,1200,1200,0000,0000,0000,1000,0000,0000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,1600,2400,2000,1800,4900,3100,1100,0000,1000,5500,1600,579,616
B,1000,3800,9000,1500,12413,11702,12263,2290,2235,2159,0000,2000,579,616
C,0000,8000,4800,7000,8448,8371,8055,1229,1402,1497,0000,8000,579,616
D,1600,3100,2000,3100,4555,4678,4565,6930,7500,7730,2900,0000,579,616
E,1000,1000,1400,2200,2048,2111,1859,1770,2680,2380,0000,3000,579,616
F,7000,0000,1100,1800,7030,8430,8420,2010,1940,1730,1400,0000,579,616
G,4000,1900,2800,0000,4720,4230,3740,1140,1250,1350,8000,8000,579,616
H,1100,1200,0000,3900,1100,0000,3100,3200,2900,9000,1800,1800,579,616
