, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0395,0.0361,0.0371,0.0392,0.0367,0.0392,0.0364,0.0381,0.0379,0.0466,0.0376,0.0379,OD600:600
B,0.0400,0.2869,0.2816,0.2768,0.0430,0.0428,0.0431,0.1606,0.1596,0.1604,0.0398,0.0419,OD600:600
C,0.0408,0.2631,0.2451,0.2362,0.0419,0.0419,0.0431,0.1409,0.1385,0.1393,0.0377,0.0381,OD600:600
D,0.0373,0.2335,0.2156,0.2052,0.0423,0.0425,0.0417,0.1024,0.1296,0.1056,0.0406,0.0376,OD600:600
E,0.0386,0.1601,0.1597,0.1509,0.0406,0.0405,0.0413,0.0833,0.0843,0.0881,0.0383,0.0376,OD600:600
F,0.0368,0.0909,0.0867,0.0882,0.0427,0.0409,0.0411,0.0710,0.0719,0.0692,0.0410,0.0383,OD600:600
G,0.0387,0.0580,0.0652,0.0570,0.0419,0.0412,0.0414,0.0528,0.0525,0.0546,0.0391,0.0371,OD600:600
H,0.0365,0.0387,0.0380,0.0380,0.0358,0.0374,0.0359,0.0360,0.0370,0.0381,0.0379,0.0382,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,8000,0000,0000,4000,0000,1300,1000,0000,1000,0000,0000,479,520
B,0000,7530,7050,7210,8000,1000,0000,4130,4100,3790,0000,1100,479,520
C,5000,6460,6010,6140,0000,1300,0000,3390,3220,3360,1300,3000,479,520
D,0000,6320,5760,5260,0000,0000,0000,2150,2720,2470,1500,0000,479,520
E,9000,3470,3080,3090,5000,1400,1700,1460,1640,1380,0000,0000,479,520
F,0000,1460,1610,1320,0000,0000,0000,8800,1120,9600,1300,1200,479,520
G,5000,8500,6000,6500,2400,0000,1500,4200,4700,4400,4000,0000,479,520
H,7000,0000,0000,1100,1600,2000,0000,1700,1700,9000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,0000,0000,9000,0000,0000,0000,0000,2600,1900,9000,8000,579,616
B,0000,1500,0000,2500,1200,1410,2500,2580,2710,2330,3600,1800,579,616
C,2200,1000,1000,0000,1550,1580,1580,1760,1910,1960,0000,3800,579,616
D,0000,4200,1700,3000,1460,1370,1060,1360,1370,1040,1500,0000,579,616
E,3000,3000,1000,1400,1640,1630,9500,8200,7200,9400,2400,4000,579,616
F,2700,1800,0000,1500,1660,1320,1340,7300,8000,1130,1500,1700,579,616
G,3100,0000,4800,5000,1640,1800,1140,7500,4600,1000,2600,5900,579,616
H,1500,1300,1300,4000,6000,2900,1400,1300,8000,0000,0000,2200,579,616
