, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0373,0.0362,0.0360,0.0361,0.0369,0.0402,0.0367,0.0384,0.0380,0.0465,0.0368,0.0382,OD600:600
B,0.0378,0.0444,0.0436,0.0430,0.0421,0.0413,0.0421,0.0424,0.0428,0.0440,0.0422,0.0593,OD600:600
C,0.0397,0.0489,0.0446,0.0435,0.0410,0.0407,0.0426,0.0445,0.0431,0.0433,0.0380,0.0388,OD600:600
D,0.0379,0.0446,0.0429,0.0432,0.0424,0.0417,0.0432,0.0427,0.0416,0.0409,0.0373,0.0375,OD600:600
E,0.0401,0.0495,0.0516,0.0421,0.0401,0.0408,0.0415,0.0440,0.0452,0.0441,0.0386,0.0382,OD600:600
F,0.0362,0.0439,0.0449,0.0455,0.0419,0.0403,0.0416,0.0438,0.0424,0.0492,0.0384,0.0380,OD600:600
G,0.0382,0.0439,0.0540,0.0445,0.0412,0.0402,0.0414,0.0424,0.0426,0.0440,0.0467,0.0371,OD600:600
H,0.0377,0.0384,0.0379,0.0380,0.0361,0.0379,0.0363,0.0366,0.0378,0.0382,0.0381,0.0384,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,1200,0000,9000,0000,0000,0000,4000,6000,3000,0000,3000,479,520
B,6000,2000,1400,2600,0000,0000,9000,2000,1700,2000,1100,0000,479,520
C,0000,9000,9000,1800,0000,7000,0000,8000,1700,1500,1000,6000,479,520
D,0000,3500,2600,2500,0000,3100,1900,3000,1300,9000,1000,0000,479,520
E,0000,2300,2600,1000,0000,0000,8000,1700,1800,0000,0000,1000,479,520
F,6000,2700,2300,3100,5000,0000,3000,1300,1000,1000,1100,0000,479,520
G,9000,2400,3400,2100,2100,2900,1000,2000,1400,1600,0000,2000,479,520
H,3300,0000,0000,0000,1100,1000,1000,2000,1000,0000,1000,7000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,3100,1900,2700,2900,2000,0000,3000,8000,2000,1600,1500,579,616
B,1900,4900,4600,1500,8300,1070,1450,7100,3500,5100,1500,2800,579,616
C,1500,0000,2000,1000,3600,1010,7900,5600,6400,5900,1100,0000,579,616
D,2200,3800,5100,4500,6500,1550,1300,4800,5500,2400,1600,1600,579,616
E,2700,2100,3400,6000,1130,7600,8500,3000,4800,4200,1900,2000,579,616
F,1500,1800,4400,3000,1100,9100,8500,3900,8000,3000,4500,1100,579,616
G,8000,3300,4000,0000,1140,1370,8000,7300,4800,3400,0000,2000,579,616
H,0000,4100,8000,5000,4200,1300,0000,2000,3300,1900,1000,2400,579,616
