, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0852,0.0840,0.0832,0.0869,0.0844,0.0939,0.0909,0.0865,0.0894,0.0890,0.0920,0.1067,OD600:600
B,0.1000,1.0144,0.9813,0.9800,0.6888,0.6913,0.6845,1.0081,0.9968,1.0204,0.1066,0.0977,OD600:600
C,0.1041,0.8224,0.7927,0.7757,0.5255,0.5192,0.5041,0.8020,0.7948,0.8062,0.1026,0.0951,OD600:600
D,0.0945,0.5680,0.5508,0.5560,0.2851,0.2860,0.2810,0.5497,0.5582,0.5367,0.1019,0.0965,OD600:600
E,0.1001,0.3542,0.3555,0.3544,0.1638,0.1654,0.1636,0.3538,0.3303,0.3065,0.1016,0.0935,OD600:600
F,0.0997,0.2588,0.1997,0.1841,0.1254,0.1241,0.1301,0.1881,0.2112,0.2127,0.1122,0.0968,OD600:600
G,0.0996,0.1303,0.1456,0.1258,0.1150,0.1135,0.1131,0.1232,0.1226,0.1192,0.1047,0.0941,OD600:600
H,0.0822,0.1150,0.0904,0.0958,0.0979,0.0999,0.0998,0.0927,0.0855,0.0855,0.0824,0.0835,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,0000,0000,0000,1000,0000,2000,1000,0000,3000,4000,479,520
B,6000,1677,1523,1525,1200,1100,4000,1270,1337,1272,3000,0000,479,520
C,0000,1272,1174,1133,0000,1000,1300,9480,9590,9910,1100,1400,479,520
D,0000,8580,7610,7610,2000,1000,1800,5880,5990,5740,0000,0000,479,520
E,1500,4460,4570,4430,1000,0000,1000,3020,2390,2500,2000,0000,479,520
F,2000,2620,1920,1760,2000,1000,5000,1470,1710,1470,3000,9000,479,520
G,1000,6100,7500,6600,0000,3600,0000,6100,4200,4800,9000,2000,479,520
H,2500,4000,0000,0000,4000,1000,1000,8000,1700,7000,6000,1000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,1700,1100,0000,8000,3900,1500,3000,1300,4000,4100,5000,579,616
B,2900,2600,7900,8200,16171,15852,15661,2634,2922,2660,0000,3300,579,616
C,1500,6800,2800,8400,11588,11794,11100,1938,1792,2023,1200,2200,579,616
D,7000,6500,3700,2100,5934,5744,5776,9050,1021,8350,1500,2100,579,616
E,1000,0000,2600,0000,2343,2335,2091,3770,3810,3690,1600,1700,579,616
F,1200,3400,0000,1600,1001,9300,1112,1880,2890,1970,1800,2100,579,616
G,1100,1200,0000,1600,5220,5400,4710,1450,1650,1170,3500,5000,579,616
H,1500,1300,1800,1900,1700,2000,0000,0000,2000,2300,1100,1300,579,616
