, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0868,0.0875,0.0825,0.0856,0.0818,0.0907,0.0837,0.0832,0.0834,0.0883,0.0843,0.0874,OD600:600
B,0.0994,1.0033,0.9947,0.9954,0.4120,0.4216,0.4123,0.9219,0.9259,0.9145,0.1130,0.1107,OD600:600
C,0.1029,0.7965,0.7933,0.8231,0.3800,0.3947,0.3945,0.7893,0.7822,0.7692,0.1343,0.0916,OD600:600
D,0.0950,0.5204,0.5364,0.5608,0.3208,0.3300,0.3329,0.5154,0.5227,0.4890,0.1672,0.0941,OD600:600
E,0.0999,0.3310,0.3507,0.3661,0.2149,0.2215,0.2288,0.3235,0.3076,0.3053,0.1773,0.0915,OD600:600
F,0.0988,0.1664,0.1963,0.2042,0.1841,0.1879,0.2001,0.2231,0.2267,0.2317,0.1771,0.1185,OD600:600
G,0.0978,0.1269,0.1478,0.1604,0.1646,0.1707,0.1716,0.1749,0.1480,0.1484,0.1285,0.1119,OD600:600
H,0.0811,0.1168,0.0905,0.0964,0.1003,0.0990,0.0948,0.0883,0.0874,0.0855,0.0817,0.0838,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,1700,0000,1000,0000,6000,1000,0000,1400,0000,0000,0000,479,520
B,0000,1217,1277,1249,5000,6000,0000,9750,1043,1028,8000,5000,479,520
C,0000,1008,8970,8350,9000,7000,2000,6000,6130,5930,0000,4000,479,520
D,0000,6540,5220,4850,0000,0000,2900,2940,2940,2810,2300,1000,479,520
E,2000,3570,2930,3180,0000,2500,0000,1190,1440,1250,1300,4000,479,520
F,0000,1360,8900,9500,2100,1100,1100,5500,6300,6500,0000,1000,479,520
G,5000,5800,7900,2700,2400,1000,2000,1700,1800,2700,3000,1200,479,520
H,3000,0000,7000,1600,0000,1500,3000,8000,2000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3100,2800,1800,1100,2100,2000,8000,1500,4000,4000,0000,9000,579,616
B,0000,6000,0000,1200,4467,4304,4406,1146,1270,1299,2000,0000,579,616
C,7000,2000,2400,1200,2691,2665,2509,6510,6690,5970,4000,0000,579,616
D,2900,2300,2400,0000,1989,1988,2029,3680,3660,3580,1700,5000,579,616
E,3400,2300,9000,6000,1094,1159,9710,1410,1490,1090,1400,3600,579,616
F,3500,6000,4400,4100,4080,4090,4740,1140,1060,6700,4300,8000,579,616
G,0000,3700,2100,2800,3190,2750,2730,7600,1090,1010,7000,4000,579,616
H,1700,9000,0000,2500,2000,0000,1900,0000,1300,0000,1600,7000,579,616
