, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0385,0.0381,0.0374,0.0378,0.0381,0.0374,0.0373,0.0380,0.0427,0.0455,0.0368,0.0387,OD600:600
B,0.0399,0.6608,0.6770,0.6854,0.6928,0.7067,0.6858,0.5572,0.5689,0.5816,0.0385,0.0375,OD600:600
C,0.0390,0.5625,0.5541,0.5710,0.3776,0.3701,0.3727,0.4299,0.4236,0.4295,0.0383,0.0380,OD600:600
D,0.0366,0.3351,0.3393,0.3488,0.1864,0.1886,0.1864,0.2532,0.2659,0.2491,0.0465,0.0372,OD600:600
E,0.0377,0.1204,0.1375,0.1775,0.0855,0.0858,0.0837,0.1261,0.1808,0.1404,0.0369,0.0380,OD600:600
F,0.0453,0.0816,0.0884,0.0833,0.0581,0.0692,0.0570,0.0853,0.0945,0.0943,0.0379,0.0387,OD600:600
G,0.0385,0.0618,0.0726,0.0555,0.0448,0.0442,0.0473,0.0516,0.0510,0.0626,0.0377,0.0361,OD600:600
H,0.0372,0.0762,0.0393,0.0411,0.0365,0.0372,0.0379,0.0496,0.0378,0.0387,0.0404,0.0382,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2100,7000,0000,1400,3000,0000,2800,2000,2900,7000,4000,4000,479,520
B,1900,1159,1150,1203,1900,2000,1000,8040,7830,7850,9000,1800,479,520
C,3000,8200,8240,8390,8000,0000,0000,5710,5620,5630,7000,2000,479,520
D,0000,4260,4720,4630,7000,6000,1300,2770,2840,2920,0000,3000,479,520
E,1000,1760,1810,2070,3000,3100,1600,1350,1570,1240,4000,0000,479,520
F,0000,1020,9800,8900,0000,1000,4000,6000,8800,6500,1400,0000,479,520
G,6000,6400,2900,3800,2800,7000,7000,2800,3500,4200,2100,0000,479,520
H,1400,0000,2000,1000,1900,8000,9000,1200,0000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,2400,2100,1500,1000,5100,0000,2000,3200,0000,2700,0000,579,616
B,2900,3200,2300,5000,6787,6840,7021,2724,2499,3066,1000,1600,579,616
C,1000,1800,0000,0000,5009,4922,5113,1793,1938,1892,2000,2000,579,616
D,3000,4300,1200,2000,2753,2960,2772,9700,1021,1068,2500,1700,579,616
E,1700,6300,2900,1000,1448,1513,1415,5350,3270,4150,2900,1400,579,616
F,2800,4500,3000,3500,7770,6120,6690,3340,2410,2460,2900,1300,579,616
G,1500,0000,4000,1000,4040,2880,4520,1980,1770,1760,0000,1000,579,616
H,1000,0000,2900,0000,0000,1000,3900,6000,2000,0000,3100,1600,579,616
