, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0884,0.0831,0.0844,0.0932,0.0864,0.0956,0.0922,0.0889,0.0911,0.0886,0.0944,0.0815,OD600:600
B,0.1006,1.0069,0.9809,0.9792,0.6976,0.7029,0.6972,1.0010,0.9913,1.0108,0.1062,0.1206,OD600:600
C,0.1012,0.8144,0.7892,0.7739,0.5221,0.5178,0.5104,0.7952,0.7898,0.7981,0.1043,0.0959,OD600:600
D,0.1045,0.5663,0.5498,0.5506,0.2893,0.2905,0.2854,0.5451,0.5500,0.5356,0.1017,0.0980,OD600:600
E,0.0988,0.3625,0.3579,0.3531,0.1677,0.1683,0.1655,0.3451,0.3290,0.3174,0.1027,0.0931,OD600:600
F,0.0984,0.2591,0.2295,0.1964,0.1239,0.1236,0.1279,0.1899,0.2006,0.2016,0.0991,0.0967,OD600:600
G,0.0992,0.1280,0.1385,0.1243,0.1145,0.1132,0.1112,0.1208,0.1211,0.1170,0.1034,0.0907,OD600:600
H,0.0821,0.1163,0.0919,0.0979,0.1004,0.1001,0.1015,0.0937,0.0871,0.0860,0.0817,0.0840,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,4000,0000,2000,0000,0000,0000,7000,9000,1000,3000,0000,479,520
B,0000,1289,1276,1288,2600,2300,1100,1064,1078,1067,3000,1000,479,520
C,0000,1033,9600,1005,2000,1500,1400,8310,8410,8380,2000,0000,479,520
D,2100,6770,6620,6060,0000,1000,0000,5520,5750,5070,0000,0000,479,520
E,2800,3970,3940,3570,1300,1100,1300,2870,2390,2080,4000,3000,479,520
F,1600,2070,1630,1460,6000,1000,0000,1020,1200,1180,1700,0000,479,520
G,0000,1300,3500,5400,0000,1000,0000,1800,3200,2800,5000,1000,479,520
H,8000,0000,0000,1000,2000,1100,0000,1000,1900,0000,8000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,2000,3500,1700,2800,9000,2700,1000,1900,2000,1600,2900,579,616
B,0000,9200,4400,7100,14999,14789,15594,2626,2921,2930,1800,3900,579,616
C,0000,3400,5600,5300,11089,10653,10874,1767,1788,1628,3200,1800,579,616
D,0000,1800,2100,1300,5938,5495,5462,8040,9060,7580,1600,1500,579,616
E,2300,4000,0000,1400,2007,2256,2176,3700,3760,3240,4100,0000,579,616
F,0000,3000,8000,1600,8450,9560,9230,2230,1970,1850,2000,2100,579,616
G,1000,0000,1900,5000,4860,4030,3920,1430,1200,1250,1000,0000,579,616
H,1000,8000,1200,8000,0000,9000,8000,1000,3100,5700,0000,1200,579,616
