, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0563,0.0372,0.0368,0.0388,0.0381,0.0373,0.0369,0.0409,0.0378,0.0424,0.0357,0.0375,OD600:600
B,0.0380,0.0576,0.0541,0.0570,0.0456,0.0464,0.0465,0.0534,0.0505,0.0509,0.0381,0.0373,OD600:600
C,0.0389,0.0554,0.0570,0.0633,0.0455,0.0494,0.0436,0.0472,0.0478,0.0491,0.0380,0.0377,OD600:600
D,0.0374,0.0509,0.0499,0.0519,0.0414,0.0432,0.0430,0.0477,0.0471,0.0470,0.0376,0.0374,OD600:600
E,0.0395,0.0527,0.0513,0.0507,0.0424,0.0429,0.0439,0.0472,0.0464,0.0507,0.0374,0.0383,OD600:600
F,0.0379,0.0518,0.0505,0.0522,0.0414,0.0437,0.0433,0.0455,0.0491,0.0473,0.0374,0.0375,OD600:600
G,0.0385,0.0523,0.0540,0.0515,0.0449,0.0415,0.0436,0.0458,0.0477,0.0474,0.0372,0.0364,OD600:600
H,0.0375,0.0392,0.0389,0.0378,0.0366,0.0382,0.0358,0.0368,0.0364,0.0377,0.0376,0.0382,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,0000,1900,5000,0000,0000,1000,0000,1200,0000,1500,0000,479,520
B,1200,3900,4200,2900,0000,0000,0000,1000,1700,2000,8000,1200,479,520
C,9000,5200,1500,2800,0000,3000,3000,2100,1200,9000,0000,3000,479,520
D,3000,5000,3200,5100,4000,8000,0000,2000,1700,3000,8000,0000,479,520
E,2000,2500,2400,5400,5000,0000,0000,1500,3000,0000,1000,0000,479,520
F,1800,4200,5700,4000,0000,0000,8000,7000,1700,9000,1200,0000,479,520
G,0000,7100,2500,3300,5000,6000,1200,2300,2400,1300,0000,0000,479,520
H,2000,1500,0000,0000,9000,3000,0000,2200,1000,3000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,2100,2400,4000,1300,1000,2300,9000,3800,1800,3000,1500,579,616
B,0000,5200,2200,1600,9800,8500,1150,4220,7300,5300,1900,4500,579,616
C,1900,1000,0000,2900,4600,1000,1140,2500,5300,4900,8000,5000,579,616
D,3000,0000,3900,4200,9000,8600,7800,7600,2800,5100,3500,0000,579,616
E,4000,3300,2900,4800,9300,8100,8300,4300,3600,1400,4000,3000,579,616
F,0000,0000,1000,1300,6700,8500,6800,5300,2500,7000,1000,0000,579,616
G,1400,9000,1500,0000,2600,6800,7800,6500,4600,3600,2300,4300,579,616
H,4500,5000,0000,4000,9000,9000,1200,2400,3800,9000,4000,8000,579,616
