, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0872,0.0803,0.0814,0.0831,0.0802,0.0860,0.0815,0.0814,0.0836,0.0887,0.0846,0.0828,OD600:600
B,0.0922,1.0132,0.9870,0.9848,0.6825,0.6889,0.6835,1.0027,0.9933,1.0103,0.1114,0.1079,OD600:600
C,0.1038,0.8199,0.7968,0.7809,0.5089,0.5070,0.4984,0.7986,0.7908,0.8001,0.0999,0.0878,OD600:600
D,0.0906,0.5708,0.5528,0.5553,0.2841,0.2850,0.2783,0.5463,0.5500,0.5367,0.1008,0.0899,OD600:600
E,0.0959,0.3585,0.3547,0.3481,0.1657,0.1664,0.1634,0.3453,0.3230,0.3116,0.0987,0.0836,OD600:600
F,0.0954,0.2463,0.2246,0.1965,0.1211,0.1210,0.1254,0.1909,0.1936,0.1897,0.0990,0.0863,OD600:600
G,0.0959,0.1245,0.1370,0.1219,0.1111,0.1101,0.1086,0.1178,0.1187,0.1143,0.0996,0.0821,OD600:600
H,0.0810,0.1121,0.0923,0.0913,0.0961,0.0987,0.0978,0.0844,0.0852,0.0839,0.0818,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,0000,7000,8000,1600,1800,0000,3000,1500,0000,4000,1400,479,520
B,0000,1295,1292,1305,0000,9000,1000,1040,1126,1140,2000,0000,479,520
C,0000,1100,1035,9920,0000,1600,1300,8660,8560,8700,2100,2000,479,520
D,1500,6610,6700,6810,1300,4000,0000,5580,5720,5430,0000,0000,479,520
E,0000,3480,3730,3540,3000,0000,8000,2600,2230,2370,1000,0000,479,520
F,2000,1880,1660,1330,1300,0000,4000,1020,1140,1120,8000,3000,479,520
G,5000,4400,4700,3900,1700,1000,0000,3000,3300,2300,0000,3000,479,520
H,0000,0000,8000,7000,1700,0000,0000,0000,1300,1100,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3400,3000,1700,8000,3000,2400,1500,2200,3100,5000,1100,3100,579,616
B,4000,8900,5200,6700,15430,15252,14998,2351,2816,2755,2600,1700,579,616
C,1700,2500,3000,3800,10912,10789,10205,1394,1717,1811,1000,2700,579,616
D,1900,2000,2600,2300,5500,5431,5678,8370,9410,8450,0000,0000,579,616
E,5100,4000,2400,3000,2233,2353,2114,3470,3820,3780,1300,2900,579,616
F,0000,5100,0000,2500,9570,8910,8690,1640,2310,2050,2000,7000,579,616
G,0000,0000,2300,2200,5170,5340,4590,1150,1420,9600,2400,1800,579,616
H,5200,2300,2700,2100,3100,0000,5600,0000,6000,2400,2600,0000,579,616
