, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0376,0.0363,0.0365,0.0390,0.0370,0.0403,0.0370,0.0386,0.0380,0.0465,0.0373,0.0378,OD600:600
B,0.0377,0.0446,0.0439,0.0439,0.0417,0.0414,0.0417,0.0424,0.0425,0.0434,0.0384,0.0373,OD600:600
C,0.0390,0.0478,0.0450,0.0442,0.0407,0.0411,0.0425,0.0447,0.0435,0.0438,0.0424,0.0382,OD600:600
D,0.0379,0.0458,0.0437,0.0551,0.0418,0.0414,0.0416,0.0430,0.0427,0.0410,0.0377,0.0372,OD600:600
E,0.0399,0.0467,0.0523,0.0432,0.0395,0.0403,0.0413,0.0442,0.0455,0.0442,0.0387,0.0381,OD600:600
F,0.0364,0.0443,0.0460,0.0464,0.0421,0.0400,0.0412,0.0442,0.0430,0.0420,0.0501,0.0381,OD600:600
G,0.0379,0.0445,0.0544,0.0465,0.0407,0.0400,0.0414,0.0426,0.0483,0.0440,0.0385,0.0370,OD600:600
H,0.0370,0.0381,0.0383,0.0382,0.0364,0.0379,0.0365,0.0365,0.0376,0.0382,0.0380,0.0383,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,6000,6000,3400,0000,0000,2200,7000,1500,1000,0000,0000,479,520
B,0000,6800,0000,2200,2700,5000,2000,4000,1200,2500,0000,1500,479,520
C,0000,1100,2300,3600,8000,1400,5000,1600,1700,0000,1000,0000,479,520
D,0000,2200,3000,1500,0000,2500,1300,2800,1800,1700,0000,0000,479,520
E,0000,5800,3100,4200,4000,1000,1800,7000,6000,5000,1000,3000,479,520
F,0000,6000,4300,3100,2000,7000,0000,3700,1400,1400,1900,0000,479,520
G,1000,1500,4100,4000,2900,1900,2000,1300,9000,1700,2200,2200,479,520
H,3000,2000,7000,2400,1400,0000,0000,0000,8000,6000,5000,1000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2100,2900,0000,5400,0000,0000,1100,0000,1200,1600,0000,4100,579,616
B,2200,1300,2700,4600,8700,8400,7400,2000,3700,2800,4000,1000,579,616
C,8000,2800,1600,4700,9900,1010,1450,8100,6200,4000,1200,8000,579,616
D,0000,2500,2500,7000,1000,1330,7300,7000,5100,7400,2600,7000,579,616
E,1800,2100,1800,1200,8400,6900,1160,4400,5700,7500,1800,1600,579,616
F,1200,1600,2400,6000,1290,8600,1030,4800,5100,4700,8000,1400,579,616
G,3400,5200,4900,0000,1460,1580,8700,3300,4200,2000,4600,0000,579,616
H,2900,7000,2100,1500,1700,2000,4500,8000,2000,0000,7000,1900,579,616
