, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0855,0.0936,0.0935,0.0957,0.0940,0.1001,0.0996,0.0989,0.1008,0.0872,0.0909,0.0829,OD600:600
B,0.0986,0.6917,0.7650,0.7964,0.6226,0.6565,0.6272,0.7045,0.7018,0.7117,0.1091,0.1013,OD600:600
C,0.0995,0.6112,0.6495,0.8944,0.6807,0.6801,0.6401,0.8000,0.7829,0.7794,0.2942,0.1023,OD600:600
D,0.0970,0.3753,0.5662,0.6449,0.4855,0.4940,0.4978,0.5869,0.5983,0.5647,0.3388,0.1065,OD600:600
E,0.0979,0.1910,0.3797,0.4092,0.3942,0.3868,0.3967,0.3922,0.4400,0.4036,0.3226,0.1085,OD600:600
F,0.1036,0.1702,0.3954,0.3952,0.3632,0.3798,0.3648,0.3562,0.4321,0.4001,0.3532,0.3216,OD600:600
G,0.1040,0.1354,0.3608,0.3457,0.3414,0.3353,0.3395,0.3611,0.3459,0.3605,0.3328,0.3003,OD600:600
H,0.0971,0.2589,0.1481,0.1093,0.1091,0.1086,0.1135,0.1180,0.1134,0.1157,0.0978,0.0840,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,0000,4000,0000,5000,6000,2000,0000,0000,8000,1500,479,520
B,1100,7170,8330,8730,7000,0000,7000,5270,5300,5410,0000,3000,479,520
C,0000,5640,5370,2440,1500,1100,1100,1700,1540,1970,0000,1500,479,520
D,1400,3330,2200,1030,8000,3000,1300,6000,6200,4000,9000,1000,479,520
E,1800,1370,5200,3500,0000,0000,6000,2100,3300,2500,0000,0000,479,520
F,1800,1100,1800,1100,1100,6000,6000,3800,2400,1400,0000,0000,479,520
G,0000,1700,5400,0000,1000,0000,0000,2000,1100,1500,5000,0000,479,520
H,1600,1400,1200,0000,0000,5000,1400,4000,0000,8000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,0000,8000,0000,3100,3600,1800,2000,3100,0000,2100,1000,579,616
B,1100,0000,2100,1200,10609,10008,10463,3958,3905,4072,4000,5000,579,616
C,3000,4000,3000,3100,2561,2448,2946,8680,1013,1173,1600,1200,579,616
D,0000,3100,2900,1000,1008,1173,1086,3460,4400,4300,1100,1400,579,616
E,1900,1600,2600,1000,4190,5080,4730,1950,1080,7800,1000,7000,579,616
F,1100,1900,0000,8000,3020,2280,2430,6600,9800,1290,0000,0000,579,616
G,0000,4000,2300,5000,1260,1580,6000,4600,1300,6700,2700,3400,579,616
H,4000,1600,2100,2400,3100,5000,1500,5000,0000,4800,1800,5000,579,616
