, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0369,0.0359,0.0372,0.0372,0.0365,0.0409,0.0368,0.0384,0.0383,0.0465,0.0375,0.0594,OD600:600
B,0.0381,0.8885,0.8867,0.8834,0.0848,0.0846,0.0845,0.6509,0.6443,0.6458,0.0486,0.0608,OD600:600
C,0.0526,0.6739,0.6671,0.6677,0.0589,0.0585,0.0604,0.5361,0.5376,0.5354,0.0376,0.0385,OD600:600
D,0.0377,0.4172,0.3986,0.4039,0.0490,0.0484,0.0484,0.3128,0.3139,0.2901,0.0374,0.0376,OD600:600
E,0.0393,0.2245,0.2202,0.2127,0.0451,0.0453,0.0455,0.1536,0.1425,0.1442,0.0383,0.0376,OD600:600
F,0.0377,0.1092,0.0980,0.1019,0.0472,0.0454,0.0459,0.0755,0.0768,0.0756,0.0388,0.0389,OD600:600
G,0.0383,0.0567,0.0692,0.0569,0.0448,0.0443,0.0439,0.0531,0.0523,0.0541,0.0387,0.0373,OD600:600
H,0.0367,0.0462,0.0385,0.0381,0.0360,0.0377,0.0364,0.0368,0.0373,0.0379,0.0380,0.0384,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,6000,9000,0000,2300,2000,1300,0000,6000,0000,1000,0000,7000,479,520
B,0000,1941,2007,1962,1400,1000,4000,1331,1316,1313,0000,0000,479,520
C,0000,1398,1331,1320,1400,0000,0000,1162,1179,1157,0000,2100,479,520
D,0000,7400,7390,7240,1000,0000,3000,6130,6090,5720,4000,9000,479,520
E,9000,3520,3350,3300,0000,1000,0000,2290,2090,2040,1000,0000,479,520
F,1100,1840,1570,1420,0000,0000,7000,9600,9000,1160,2800,0000,479,520
G,4000,6700,5000,6900,1600,6000,5000,4300,4000,5200,7000,7000,479,520
H,9000,0000,0000,0000,0000,5000,1000,1200,5000,1000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3400,2100,6000,4400,1700,1300,1000,0000,2100,1100,3000,3000,579,616
B,9000,0000,2400,9000,1411,1335,1358,7100,7880,8100,1500,0000,579,616
C,1200,0000,2600,2000,6750,7100,6550,7170,7770,5460,2000,1700,579,616
D,3400,9000,1700,0000,3040,3110,3190,4540,5220,4390,1400,1700,579,616
E,2500,2100,0000,2000,2690,3230,2470,1350,2090,1490,3900,1400,579,616
F,2000,2300,2100,0000,2740,2580,2540,1140,1240,1500,2300,3400,579,616
G,8000,0000,9000,3200,3200,3260,3150,1190,1300,5600,2900,1300,579,616
H,0000,0000,1300,4700,0000,3400,1000,1200,1300,3000,0000,1400,579,616
