, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1016,0.1343,0.0870,0.0918,0.0891,0.0939,0.0973,0.1007,0.0997,0.1686,0.0940,0.0818,OD600:600
B,0.0878,0.9584,1.2121,1.2949,1.0742,1.0806,1.0577,1.2797,1.2207,1.2143,0.1049,0.1015,OD600:600
C,0.1003,0.7290,0.9204,0.9707,0.7793,0.7929,0.7843,0.9640,0.9666,0.9875,0.1043,0.0989,OD600:600
D,0.0958,0.4316,0.4273,0.6985,0.6087,0.5909,0.6405,0.8047,0.8274,0.7283,0.1184,0.1015,OD600:600
E,0.0901,0.2779,0.2736,0.3388,0.4628,0.4801,0.4377,0.5090,0.5021,0.4929,0.3248,0.1005,OD600:600
F,0.0958,0.2168,0.2187,0.3903,0.3935,0.4136,0.3638,0.4299,0.4273,0.4164,0.3200,0.1026,OD600:600
G,0.1019,0.1545,0.1437,0.1484,0.1486,0.1812,0.1813,0.1833,0.1460,0.1415,0.1055,0.1016,OD600:600
H,0.0826,0.1432,0.1389,0.1000,0.1016,0.1007,0.1052,0.0982,0.0997,0.0996,0.0942,0.0852,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,1400,0000,0000,0000,0000,0000,0000,2000,0000,0000,0000,479,520
B,0000,1998,2145,2494,1100,2800,1500,1755,1719,1703,2000,0000,479,520
C,0000,1406,1520,1697,1700,1800,2700,1108,1196,1229,1700,9000,479,520
D,0000,8400,7300,8020,5000,0000,0000,2770,3600,4300,1200,0000,479,520
E,4000,4740,4540,3470,0000,0000,1000,7500,7600,9800,1400,4000,479,520
F,1800,3380,3090,1770,3300,0000,0000,4800,5700,5200,1100,2000,479,520
G,0000,1660,1250,1140,0000,6000,0000,3400,5100,5300,3000,0000,479,520
H,0000,1280,1190,0000,0000,7000,1600,7000,0000,1000,1300,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,3900,0000,6000,2400,8000,2200,7000,1700,2000,2300,1900,579,616
B,2100,1240,1340,1350,29732,29028,29365,8082,8878,8738,0000,9000,579,616
C,1000,9000,9600,1130,21087,18777,19504,6856,6569,7072,2700,4000,579,616
D,2000,2300,3800,5000,4870,4090,3491,1356,1960,2017,9000,9000,579,616
E,3100,4700,1100,4100,2283,1879,1893,5590,5880,4940,2500,2000,579,616
F,0000,3100,4000,0000,1820,1295,1049,3320,2770,2920,2700,5000,579,616
G,2500,6000,0000,2200,1049,8150,7370,2080,2320,2700,1500,0000,579,616
H,0000,2000,2100,2000,0000,4500,2800,0000,1000,1800,2600,1100,579,616
