, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0853,0.0819,0.0803,0.0847,0.0808,0.0867,0.0843,0.0815,0.0838,0.0890,0.0846,0.0821,OD600:600
B,0.0960,1.0188,1.0077,1.0053,0.6336,0.6445,0.6346,0.9575,0.9536,0.9458,0.1096,0.1018,OD600:600
C,0.1024,0.8121,0.8007,0.7935,0.4509,0.4509,0.4467,0.7506,0.7426,0.7365,0.1015,0.0920,OD600:600
D,0.0932,0.5409,0.5249,0.5366,0.2668,0.2659,0.2661,0.4660,0.4703,0.4400,0.0996,0.0929,OD600:600
E,0.0979,0.3449,0.3360,0.3303,0.1612,0.1611,0.1603,0.2725,0.2429,0.2465,0.1001,0.0899,OD600:600
F,0.0962,0.1959,0.1860,0.1776,0.1224,0.1218,0.1257,0.1611,0.1624,0.1629,0.1068,0.0927,OD600:600
G,0.0957,0.1269,0.1440,0.1245,0.1122,0.1122,0.1109,0.1198,0.1189,0.1166,0.1031,0.0898,OD600:600
H,0.0805,0.1128,0.0917,0.0948,0.0988,0.1013,0.1013,0.0891,0.0899,0.0871,0.0827,0.0844,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,1000,0000,1000,0000,0000,0000,1700,3000,3000,0000,7000,479,520
B,2300,1281,1215,1248,2000,0000,1400,9810,9880,9990,0000,4000,479,520
C,0000,9690,9670,9570,1000,9000,1100,7530,7510,7330,0000,0000,479,520
D,1000,6570,6280,5810,2400,0000,0000,4380,4550,3950,7000,0000,479,520
E,2600,3240,3220,3240,4000,1900,0000,1880,1970,1710,1000,8000,479,520
F,2300,1370,1310,1190,6000,2300,1400,7900,9400,8200,4000,2000,479,520
G,0000,3400,4200,5400,0000,0000,0000,2800,3800,2300,8000,0000,479,520
H,4200,0000,0000,0000,5000,0000,3000,0000,0000,6000,2000,1000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,2000,3500,1400,1400,2000,0000,1300,3100,9000,0000,8000,579,616
B,3300,3100,6000,3500,6770,6589,6562,1573,1451,1616,1800,3100,579,616
C,1200,0000,1200,4200,5829,5697,5655,1074,1170,9610,0000,2200,579,616
D,2300,8000,1400,2100,3582,3867,3602,4910,6350,4820,4000,2000,579,616
E,2700,5000,1000,3000,1709,1577,1716,2350,2420,1940,1300,0000,579,616
F,1900,1200,0000,1800,6700,6250,6420,1390,1030,1720,3100,1800,579,616
G,1000,3100,1200,2200,4180,4330,3380,1230,1150,1250,3600,2700,579,616
H,0000,5000,8000,9000,8000,0000,0000,0000,2200,2500,2700,2400,579,616
