, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0860,0.0881,0.0826,0.0906,0.0845,0.0958,0.0899,0.0888,0.0898,0.0888,0.0911,0.0840,OD600:600
B,0.1015,1.0171,0.9783,0.9764,0.6961,0.7005,0.6866,1.0076,0.9980,1.0270,0.1114,0.1235,OD600:600
C,0.1083,0.8256,0.7889,0.7718,0.5401,0.5322,0.5150,0.8030,0.7983,0.8122,0.1031,0.0961,OD600:600
D,0.0987,0.5737,0.5558,0.5604,0.2859,0.2868,0.2819,0.5577,0.5667,0.5474,0.1038,0.0991,OD600:600
E,0.1040,0.3532,0.3592,0.3599,0.1656,0.1675,0.1646,0.3626,0.3362,0.3229,0.1031,0.0938,OD600:600
F,0.1015,0.2567,0.1874,0.2089,0.1262,0.1252,0.1320,0.1923,0.2160,0.2114,0.0991,0.0953,OD600:600
G,0.1022,0.1320,0.1450,0.1271,0.1167,0.1156,0.1142,0.1244,0.1231,0.1203,0.1055,0.0917,OD600:600
H,0.0828,0.1187,0.0971,0.0986,0.1017,0.0981,0.1028,0.0937,0.0914,0.0880,0.0818,0.0842,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,8000,1200,0000,0000,8000,8000,0000,5000,3000,0000,8000,479,520
B,2000,1550,1438,1478,1900,2000,4000,1213,1240,1261,0000,0000,479,520
C,6000,1242,1181,1112,2800,0000,0000,9060,9470,9530,3000,1300,479,520
D,4000,8080,7790,7020,8000,3000,2400,6260,6340,5730,2000,0000,479,520
E,0000,4380,4500,4160,0000,1100,0000,2960,2440,2220,0000,3000,479,520
F,2300,2800,1950,1580,1100,6000,5000,1130,1420,1650,0000,3000,479,520
G,0000,5300,8000,8100,2000,8000,8000,6200,4900,5300,8000,4000,479,520
H,3000,0000,1100,0000,0000,0000,1000,1000,4000,8000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,3300,8000,1800,9000,1600,0000,0000,2400,1100,8000,9000,579,616
B,0000,1330,1070,1420,16763,16521,16735,2953,3060,3044,0000,2300,579,616
C,0000,7600,1090,5900,12368,11708,11631,2095,2114,1986,2200,2300,579,616
D,1400,2600,4500,2200,5519,5493,6268,1003,1024,9480,2200,0000,579,616
E,3500,0000,7000,2100,2397,2451,2093,4290,4180,4070,1000,0000,579,616
F,2500,4000,3400,1300,1024,1006,1165,2740,2330,3220,0000,8000,579,616
G,1000,0000,1200,0000,6350,5570,5500,1400,1920,9700,0000,2400,579,616
H,1100,1700,2200,4000,2300,1400,0000,8000,0000,2600,3000,0000,579,616
