, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0877,0.0877,0.0884,0.0934,0.0881,0.0954,0.0950,0.0925,0.0965,0.0872,0.0867,0.0833,OD600:600
B,0.0915,0.7178,0.7494,0.7847,0.5982,0.6572,0.5948,0.6569,0.6597,0.6838,0.1075,0.0988,OD600:600
C,0.0965,0.6107,0.6397,0.7323,0.5109,0.5189,0.4987,0.6171,0.5990,0.6080,0.1662,0.1000,OD600:600
D,0.0948,0.3838,0.4563,0.5387,0.3772,0.3814,0.3772,0.4568,0.4703,0.4405,0.1961,0.1041,OD600:600
E,0.0964,0.1915,0.2604,0.3191,0.2706,0.2856,0.2819,0.3361,0.3618,0.3300,0.2095,0.1033,OD600:600
F,0.1055,0.1696,0.2599,0.2736,0.2409,0.2571,0.2562,0.2981,0.2929,0.2827,0.2232,0.1655,OD600:600
G,0.1018,0.1450,0.2285,0.2078,0.2162,0.2207,0.2184,0.2209,0.2062,0.2078,0.1798,0.1547,OD600:600
H,0.0987,0.2755,0.1450,0.1081,0.1078,0.1068,0.1117,0.1290,0.1105,0.1112,0.0941,0.0838,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,1600,7000,8000,0000,7000,1100,0000,0000,5000,0000,0000,479,520
B,8000,8120,8710,8950,0000,4000,0000,5080,5640,5360,0000,9000,479,520
C,0000,5970,5690,4960,0000,1000,3000,2900,3050,3070,0000,1000,479,520
D,0000,3480,2910,2040,1000,0000,0000,1260,1200,1210,0000,0000,479,520
E,2600,1500,1110,6000,2000,8000,0000,6700,8100,6000,0000,7000,479,520
F,1200,1100,7800,5100,0000,1000,0000,2900,2100,3300,0000,0000,479,520
G,7000,3000,2600,3000,0000,6000,1100,0000,5000,1100,2000,0000,479,520
H,1500,3100,0000,3000,1000,0000,2000,1500,1500,2000,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1800,9000,0000,1900,1400,1000,0000,8000,0000,1100,0000,579,616
B,0000,1200,0000,1600,9229,8985,9100,3085,3705,3597,1100,2800,579,616
C,1400,2500,0000,1300,4568,4326,4491,1804,1730,1989,1400,1600,579,616
D,2600,3000,0000,0000,1926,1726,1875,5870,8380,7340,1300,2200,579,616
E,1300,2000,3000,1800,7480,8630,7290,2860,2100,2350,1000,1300,579,616
F,1000,7000,0000,4400,4660,3460,3740,1750,1380,1670,4200,2100,579,616
G,8000,0000,0000,0000,2630,1830,2850,7700,1100,1120,2800,1200,579,616
H,5000,6000,1600,3200,0000,8000,1500,2000,0000,4900,1300,5000,579,616
