, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0392,0.0361,0.0368,0.0403,0.0365,0.0400,0.0367,0.0381,0.0382,0.0466,0.0368,0.0378,OD600:600
B,0.0399,0.9316,0.9246,0.9239,0.2003,0.2004,0.1978,0.8020,0.8180,0.7983,0.0485,0.0619,OD600:600
C,0.0451,0.7286,0.7220,0.7196,0.1491,0.1512,0.1525,0.6173,0.6204,0.6056,0.0378,0.0422,OD600:600
D,0.0377,0.4503,0.4369,0.4429,0.1008,0.1033,0.1027,0.3473,0.3512,0.3168,0.0377,0.0373,OD600:600
E,0.0396,0.2560,0.2487,0.2411,0.0780,0.0816,0.0828,0.1693,0.1500,0.1556,0.0385,0.0377,OD600:600
F,0.0370,0.1168,0.1054,0.1148,0.0566,0.0546,0.0561,0.0771,0.0798,0.0785,0.0509,0.0383,OD600:600
G,0.0389,0.0574,0.0751,0.0577,0.0451,0.0443,0.0448,0.0535,0.0525,0.0542,0.0385,0.0369,OD600:600
H,0.0364,0.0549,0.0382,0.0381,0.0359,0.0377,0.0356,0.0366,0.0371,0.0384,0.0382,0.0381,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,9000,4100,0000,0000,2000,0000,8000,7000,0000,2000,479,520
B,0000,1745,1771,1788,0000,2000,2000,1476,1523,1437,1500,0000,479,520
C,1000,1290,1310,1236,0000,0000,0000,1075,1071,1043,7000,7000,479,520
D,0000,7770,7350,7240,0000,0000,0000,5650,5370,5090,1700,7000,479,520
E,0000,4210,3760,3840,2000,2000,0000,2290,2040,2210,4000,1000,479,520
F,0000,1670,1600,1560,0000,0000,0000,1120,1070,8300,0000,2000,479,520
G,0000,4000,5600,5800,3100,1100,2000,5100,5000,3700,7000,1000,479,520
H,0000,9000,1300,0000,5000,1000,0000,4000,0000,0000,1000,1000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,0000,9000,2000,0000,4000,1300,0000,1100,1400,1100,579,616
B,0000,3200,4000,2300,4341,3984,3791,1575,1770,1511,2100,6000,579,616
C,1700,2800,4000,1800,2897,2890,2948,1065,9600,1062,0000,1700,579,616
D,0000,9000,1300,5100,1567,1778,1578,6010,5420,6390,2000,4000,579,616
E,2200,6000,1000,5000,1321,1178,1312,2860,2200,2380,4400,4300,579,616
F,2400,0000,1800,2200,7070,7530,7120,1200,1660,1430,1900,0000,579,616
G,8000,0000,2000,7000,4310,3990,3560,1670,1370,1330,3100,1800,579,616
H,1900,1500,0000,1300,3000,7000,2400,0000,2400,1200,2000,0000,579,616
