, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0861,0.0843,0.0828,0.0857,0.0835,0.0866,0.0866,0.0831,0.0844,0.0889,0.0859,0.0850,OD600:600
B,0.0993,0.9962,0.9697,0.9673,0.6927,0.6956,0.6882,0.9941,0.9864,1.0100,0.1111,0.1010,OD600:600
C,0.1041,0.8184,0.7864,0.7672,0.5224,0.5253,0.5081,0.7977,0.7888,0.7986,0.1013,0.0936,OD600:600
D,0.0985,0.5702,0.5514,0.5629,0.2958,0.3018,0.2886,0.5667,0.5721,0.5400,0.1015,0.0959,OD600:600
E,0.1010,0.3608,0.3596,0.3537,0.1694,0.1774,0.1792,0.3712,0.3559,0.3389,0.1025,0.0934,OD600:600
F,0.0987,0.2536,0.2136,0.1844,0.1238,0.1236,0.1359,0.2074,0.2097,0.2144,0.1016,0.0959,OD600:600
G,0.1001,0.1275,0.1421,0.1238,0.1132,0.1124,0.1102,0.1199,0.1190,0.1174,0.1041,0.0928,OD600:600
H,0.0811,0.1168,0.0910,0.0961,0.0984,0.0985,0.0982,0.0923,0.0858,0.0840,0.0816,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,7000,7000,0000,0000,0000,1000,0000,0000,1200,5000,479,520
B,0000,1667,1624,1580,1300,1500,4000,1322,1387,1378,0000,1000,479,520
C,5000,1332,1257,1135,3000,2300,2000,9280,9340,9470,5000,2500,479,520
D,1800,9020,7910,6990,0000,1200,0000,5690,5520,5300,0000,0000,479,520
E,8000,5020,4980,3980,4000,0000,0000,2590,2240,2280,5000,1000,479,520
F,3900,2650,2200,1880,0000,3000,0000,1420,1670,1600,5000,0000,479,520
G,5000,4400,5000,5600,1000,2200,1500,6100,5300,4600,3000,0000,479,520
H,2100,8000,1100,3000,0000,1000,0000,0000,8000,3000,1000,3000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,0000,2000,1100,0000,0000,1400,1000,3600,2000,4000,1000,579,616
B,1600,6900,3800,7600,16121,16079,15471,2833,2785,2865,1100,0000,579,616
C,1300,4700,4400,3300,11182,10891,11075,1691,1845,1999,0000,1700,579,616
D,2300,7000,2400,2200,5934,5325,5906,8420,7470,8450,3500,3000,579,616
E,0000,0000,3200,4200,2465,2244,2116,4000,2820,2760,0000,3300,579,616
F,9000,1600,7000,1300,7890,9700,9890,1980,1890,2270,1300,6000,579,616
G,0000,0000,4000,0000,4800,4750,3930,1370,1170,1560,1000,6000,579,616
H,1800,4100,4000,6000,0000,3000,6000,1800,0000,2000,2800,1100,579,616
