, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0562,0.0380,0.0368,0.0392,0.0378,0.0371,0.0374,0.0435,0.0379,0.0423,0.0362,0.0380,OD600:600
B,0.0383,0.1181,0.1087,0.1238,0.0553,0.0550,0.0544,0.0899,0.0844,0.0850,0.0378,0.0370,OD600:600
C,0.0388,0.1195,0.1126,0.1225,0.0504,0.0490,0.0477,0.0794,0.0791,0.0799,0.0377,0.0380,OD600:600
D,0.0370,0.1003,0.1090,0.1084,0.0438,0.0451,0.0444,0.0733,0.0699,0.0731,0.0377,0.0373,OD600:600
E,0.0376,0.0954,0.0864,0.0955,0.0440,0.0448,0.0456,0.0685,0.0794,0.0721,0.0372,0.0386,OD600:600
F,0.0380,0.0722,0.0717,0.0753,0.0431,0.0462,0.0449,0.0644,0.0665,0.0671,0.0375,0.0378,OD600:600
G,0.0385,0.0547,0.0544,0.0542,0.0474,0.0438,0.0456,0.0513,0.0529,0.0542,0.0371,0.0369,OD600:600
H,0.0371,0.0419,0.0406,0.0379,0.0365,0.0372,0.0360,0.0371,0.0360,0.0399,0.0379,0.0388,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,2200,0000,0000,5000,5000,0000,1000,1400,1300,2000,0000,479,520
B,0000,2010,1480,1950,2000,0000,1600,9000,8400,6600,0000,0000,479,520
C,6000,1610,1640,1620,0000,0000,8000,7900,8200,7300,0000,1100,479,520
D,0000,1580,1490,1430,0000,6000,1800,6900,5400,5200,0000,0000,479,520
E,0000,9100,8700,1100,4000,5000,1000,5200,6400,5000,0000,0000,479,520
F,7000,1080,6100,9800,2000,1100,3000,4800,5400,6000,1100,5000,479,520
G,5000,6100,6000,6100,0000,4000,0000,5900,3400,4000,0000,9000,479,520
H,0000,1100,4000,2000,0000,9000,0000,1800,0000,4000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2800,3400,4000,2700,0000,0000,1700,1100,1600,1300,0000,5000,579,616
B,0000,2400,0000,2000,1460,1740,1560,4640,7200,1410,4200,2600,579,616
C,2800,1500,7000,3100,1330,1490,1560,1070,8600,5000,0000,2100,579,616
D,4500,0000,2700,4200,7700,9500,8500,5800,6800,2600,4000,1600,579,616
E,7000,2900,2300,0000,8000,5900,7900,5800,3600,2900,1000,3300,579,616
F,2300,2700,1900,1900,7500,9000,6400,1900,4000,3900,3900,7000,579,616
G,2000,3400,1400,2900,6400,9700,6700,3400,7500,3200,1600,1200,579,616
H,2900,2400,2500,1900,0000,2100,1300,2300,0000,3500,1100,0000,579,616
