, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0885,0.0931,0.0893,0.0955,0.0923,0.0987,0.0973,0.0983,0.1024,0.0871,0.0951,0.0838,OD600:600
B,0.0942,0.5811,0.7158,0.7656,0.5952,0.6308,0.6127,0.7523,0.7127,0.6490,0.1101,0.1032,OD600:600
C,0.1004,0.4431,0.6183,0.8591,0.6862,0.6532,0.6392,0.8937,0.9223,0.8999,0.3238,0.1029,OD600:600
D,0.0976,0.2843,0.5383,0.5624,0.3679,0.3772,0.4131,0.4809,0.5486,0.4998,0.3592,0.1063,OD600:600
E,0.1083,0.2003,0.4271,0.3716,0.3361,0.3260,0.3142,0.3237,0.3422,0.3563,0.3033,0.1048,OD600:600
F,0.1042,0.1643,0.3241,0.2661,0.2916,0.3559,0.2744,0.3480,0.3425,0.3526,0.1521,0.3342,OD600:600
G,0.1038,0.1596,0.3793,0.3889,0.2768,0.3299,0.2831,0.2579,0.3117,0.3149,0.3225,0.2396,OD600:600
H,0.0948,0.3176,0.1484,0.1200,0.1105,0.1161,0.1162,0.1276,0.1115,0.1170,0.0975,0.0839,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,2600,3800,0000,0000,3400,1500,1000,0000,0000,0000,8000,479,520
B,3800,7780,8630,9530,1800,1300,1300,6040,5900,5510,1300,4000,479,520
C,7000,5540,5460,3100,4000,3000,0000,2200,2000,2390,1900,9000,479,520
D,2600,3600,2010,1230,0000,1500,0000,1020,8400,9700,1000,0000,479,520
E,4000,2230,7800,7100,6000,1800,1000,3500,1900,3200,0000,2100,479,520
F,0000,1850,6700,5600,0000,0000,0000,1000,1800,1300,0000,0000,479,520
G,7000,9300,1300,3300,6000,2000,0000,8000,1100,8000,0000,0000,479,520
H,0000,3500,0000,2500,0000,2000,2400,2000,8000,1000,1000,1700,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,2300,2000,0000,0000,8000,1700,0000,3000,1600,1000,7000,579,616
B,1500,6200,8900,6100,12612,12270,12138,5455,5220,5210,1500,2300,579,616
C,3000,5200,5700,3000,3415,3385,3400,1574,1382,1596,1700,1700,579,616
D,2300,2100,3400,1200,1747,1766,1462,6370,5570,7990,8000,1000,579,616
E,1400,0000,0000,0000,7920,7380,6070,2160,2440,3070,8000,3600,579,616
F,2600,1900,1900,0000,3810,4190,3760,1070,1480,2030,1400,0000,579,616
G,3200,0000,0000,0000,1750,1520,2060,1120,1170,2060,4500,2100,579,616
H,3200,1700,0000,5000,3400,6000,2700,2900,1200,2000,1500,0000,579,616
