, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1016,0.1408,0.0941,0.0977,0.0940,0.0973,0.1012,0.1025,0.1023,0.2085,0.0987,0.0819,OD600:600
B,0.0937,0.9619,1.2146,1.2979,1.0779,1.0923,1.0698,1.2835,1.2271,1.2178,0.1087,0.1024,OD600:600
C,0.1014,0.7327,0.9266,1.0074,0.8157,0.8308,0.8153,1.0062,1.0027,1.0255,0.1376,0.1020,OD600:600
D,0.1012,0.4350,0.4544,0.6944,0.6021,0.5930,0.6352,0.8047,0.8072,0.7134,0.1371,0.1046,OD600:600
E,0.0964,0.2808,0.2989,0.3312,0.4565,0.4718,0.4578,0.5128,0.4810,0.4918,0.3201,0.1032,OD600:600
F,0.1013,0.2205,0.2527,0.3815,0.3904,0.4107,0.3732,0.4256,0.4402,0.4257,0.3491,0.1230,OD600:600
G,0.1067,0.1577,0.1723,0.1802,0.1709,0.1851,0.1856,0.1941,0.1743,0.1771,0.1388,0.1323,OD600:600
H,0.0826,0.1467,0.1425,0.1038,0.1039,0.1056,0.1089,0.1020,0.1043,0.1023,0.1011,0.0874,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,1560,3200,0000,0000,0000,0000,1000,0000,9000,2000,0000,479,520
B,0000,1991,2163,2366,2600,5000,6000,1725,1779,1665,0000,2000,479,520
C,1000,1423,1501,1472,1300,3800,3000,1012,1036,1010,3000,1200,479,520
D,1200,8210,6990,7050,0000,1100,8000,2780,3780,4010,4000,7000,479,520
E,9000,4380,4120,3140,3000,1000,0000,7600,9300,8600,0000,7000,479,520
F,2000,3430,2440,2020,4000,0000,3000,4700,6100,4300,0000,0000,479,520
G,0000,1760,1260,1060,0000,0000,0000,3700,7000,6500,4000,7000,479,520
H,0000,1360,1160,0000,1800,5000,0000,9000,4000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,3300,5500,1100,2000,3300,0000,4100,9000,2100,2300,9000,579,616
B,0000,8900,1350,1940,28367,28517,28521,8239,8479,8468,1100,2300,579,616
C,1600,7500,8000,1210,18093,16233,16973,5863,6367,5898,3000,0000,579,616
D,8000,1700,2100,4500,4999,4056,3588,1544,1923,1987,3200,0000,579,616
E,3300,3500,1300,3700,2435,1995,1813,4840,5440,5590,0000,1900,579,616
F,0000,3200,3800,2800,2030,1221,1003,3290,3230,3800,1000,6000,579,616
G,1300,2300,9000,3800,9270,7230,6530,1720,2160,1960,3500,3500,579,616
H,1800,5000,2200,3900,2800,1400,4000,1700,1300,1600,1100,1600,579,616
