, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0410,0.0385,0.0375,0.0383,0.0380,0.0376,0.0376,0.0380,0.0428,0.0457,0.0368,0.0391,OD600:600
B,0.0369,0.1658,0.1631,0.1712,0.0678,0.0610,0.0580,0.1190,0.1188,0.1172,0.0382,0.0377,OD600:600
C,0.0388,0.1652,0.1702,0.1698,0.0561,0.0528,0.0556,0.1091,0.1081,0.1061,0.0386,0.0384,OD600:600
D,0.0369,0.1621,0.1555,0.1471,0.0462,0.0492,0.0518,0.0988,0.0983,0.0958,0.0421,0.0375,OD600:600
E,0.0385,0.1024,0.1026,0.1050,0.0474,0.0471,0.0521,0.0907,0.0903,0.0999,0.0370,0.0383,OD600:600
F,0.0455,0.0738,0.0768,0.0807,0.0482,0.0599,0.0513,0.0657,0.0681,0.0689,0.0378,0.0389,OD600:600
G,0.0385,0.0548,0.0554,0.0541,0.0437,0.0429,0.0486,0.0546,0.0512,0.0623,0.0373,0.0365,OD600:600
H,0.0373,0.0482,0.0416,0.0412,0.0366,0.0371,0.0375,0.0452,0.0381,0.0387,0.0378,0.0378,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,0000,0000,2000,4000,0000,2100,0000,1000,0000,5000,6000,479,520
B,0000,3120,2650,2860,6000,1300,0000,1460,1560,1300,5000,6000,479,520
C,1000,2840,3120,2820,0000,0000,1100,1220,1350,1410,0000,1200,479,520
D,9000,2960,2580,2280,8000,0000,5000,1250,1160,1060,5000,1000,479,520
E,0000,1620,1600,1540,1100,0000,8000,9200,1090,1030,0000,1800,479,520
F,7000,9300,1000,9500,0000,3000,3000,6900,4900,7100,0000,0000,479,520
G,0000,6000,5800,5300,1400,1400,5000,4100,2300,2700,0000,4000,479,520
H,3000,1000,6000,5000,0000,0000,1700,1200,2000,1200,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2600,0000,0000,1100,2200,2000,1300,3000,1900,6000,2000,0000,579,616
B,0000,0000,1500,2200,3730,1820,1630,1290,1180,9800,1400,1300,579,616
C,3000,3200,6000,0000,1020,1140,1190,6800,1120,5000,2400,1800,579,616
D,0000,4100,5000,2400,9200,1000,9200,6400,9100,4500,4400,0000,579,616
E,0000,1300,5000,2300,9000,7500,1400,5700,5000,6200,0000,4000,579,616
F,0000,1400,6000,3000,1000,1310,1060,7000,3600,7100,2300,0000,579,616
G,1500,2300,1300,2200,1230,1170,1540,8100,6900,8400,1000,1300,579,616
H,1800,0000,0000,1800,1700,1900,1800,6000,0000,1000,0000,1200,579,616
