, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0566,0.0372,0.0369,0.0394,0.0378,0.0374,0.0373,0.0412,0.0378,0.0382,0.0359,0.0377,OD600:600
B,0.0387,0.0496,0.0469,0.0482,0.0439,0.0444,0.0447,0.0487,0.0459,0.0455,0.0383,0.0373,OD600:600
C,0.0390,0.0488,0.0517,0.0571,0.0450,0.0506,0.0433,0.0453,0.0457,0.0460,0.0378,0.0380,OD600:600
D,0.0376,0.0458,0.0464,0.0450,0.0420,0.0428,0.0434,0.0466,0.0443,0.0446,0.0378,0.0376,OD600:600
E,0.0385,0.0490,0.0456,0.0460,0.0425,0.0425,0.0443,0.0448,0.0441,0.0484,0.0380,0.0385,OD600:600
F,0.0383,0.0457,0.0453,0.0468,0.0416,0.0433,0.0427,0.0440,0.0443,0.0449,0.0378,0.0373,OD600:600
G,0.0394,0.0470,0.0458,0.0463,0.0447,0.0412,0.0429,0.0430,0.0438,0.0442,0.0372,0.0369,OD600:600
H,0.0379,0.0397,0.0387,0.0380,0.0369,0.0372,0.0359,0.0372,0.0369,0.0378,0.0377,0.0385,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,2600,0000,2300,1000,1200,7000,5000,2800,1900,1200,0000,479,520
B,0000,2800,2800,3300,7000,0000,0000,1600,2000,1100,3000,1000,479,520
C,2000,2900,2500,1600,0000,8000,1200,2100,1900,1200,1700,2000,479,520
D,1200,7600,3700,3600,8000,2600,1000,1600,1600,2000,7000,7000,479,520
E,3000,2700,2500,2300,4000,1500,0000,1200,3100,5000,7000,1000,479,520
F,4000,3400,1600,2700,6000,0000,3000,3200,5000,1400,1600,0000,479,520
G,1700,3300,2000,3400,0000,0000,1200,8000,2000,1200,3000,2000,479,520
H,0000,4000,1600,0000,0000,8000,4000,0000,0000,8000,1200,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,2700,4100,6400,3400,7000,1400,1400,2200,1200,1000,1200,579,616
B,1500,1400,1400,0000,9900,1040,1200,4140,6700,7500,7000,8000,579,616
C,1900,0000,9000,3200,1060,6900,1100,6400,3400,7000,1100,2000,579,616
D,1800,0000,1400,3700,8000,5600,8600,7100,6300,5900,2100,0000,579,616
E,3200,3900,3000,0000,5900,7300,1080,3600,7500,6500,1500,1300,579,616
F,2000,9000,1000,1600,5500,9900,1080,6400,6000,3400,2000,2100,579,616
G,2900,2800,1900,1900,8200,9700,7900,2900,3100,5700,4000,1500,579,616
H,4000,4400,2100,5000,2500,0000,4400,3000,2900,2800,1000,1400,579,616
