, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1026,0.1303,0.0890,0.0931,0.0898,0.0955,0.0985,0.1016,0.1014,0.1178,0.0949,0.0824,OD600:600
B,0.0889,0.9670,1.2223,1.2997,1.0765,1.0584,1.0513,1.2817,1.2374,1.2347,0.1067,0.0965,OD600:600
C,0.0991,0.8631,0.9249,0.9971,0.8055,0.8156,0.8035,1.0067,0.9786,1.0002,0.1057,0.0985,OD600:600
D,0.0958,0.4320,0.4300,0.6914,0.5654,0.5636,0.6147,0.7540,0.7779,0.6674,0.1311,0.1003,OD600:600
E,0.1043,0.2753,0.2753,0.3076,0.4203,0.4553,0.4683,0.4777,0.4953,0.4940,0.2985,0.1015,OD600:600
F,0.0967,0.2149,0.2222,0.3451,0.3539,0.3986,0.3928,0.4427,0.4241,0.4229,0.3318,0.1044,OD600:600
G,0.1023,0.1504,0.1417,0.1622,0.1626,0.1654,0.1626,0.1869,0.1632,0.1570,0.1098,0.1035,OD600:600
H,0.0821,0.1394,0.1366,0.1004,0.0994,0.0988,0.1034,0.0975,0.1005,0.1004,0.0943,0.0852,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,1540,0000,2600,9000,2700,0000,1000,1400,6000,0000,1100,479,520
B,2900,2272,2387,2622,7000,2000,2200,1825,1802,1774,7000,5000,479,520
C,3000,1692,1788,1747,2200,0000,1400,1153,1202,1235,1400,1700,479,520
D,1000,1033,9230,9140,0000,8000,4000,2930,4190,4680,3000,0000,479,520
E,0000,5250,5070,3670,2600,1200,0000,9900,8300,1150,0000,7000,479,520
F,9000,3940,3330,2290,5000,1400,0000,5300,7300,7000,0000,0000,479,520
G,0000,1520,1120,1080,1700,1200,1900,4900,7300,7900,6000,1100,479,520
H,1000,1220,1180,0000,1500,4000,0000,0000,0000,3000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,6000,2000,0000,2000,0000,2000,1900,1400,1300,9000,3000,579,616
B,1500,7200,8100,9100,27098,27340,28553,8297,8163,7911,0000,2900,579,616
C,9000,1200,5000,5200,18974,17585,17820,5759,6396,6185,2600,0000,579,616
D,0000,4000,8200,4400,5803,4142,3862,1525,1825,2195,2100,1200,579,616
E,1400,1700,1200,2000,2725,2098,1804,4970,5820,6530,1200,4000,579,616
F,5000,1000,3000,0000,1890,1159,1110,2170,2720,2730,6000,2000,579,616
G,0000,1700,2000,3000,8630,7330,6690,1320,1990,3140,1200,3200,579,616
H,2500,5400,3100,8000,1400,2600,9000,2600,0000,2400,9000,2000,579,616
