, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0871,0.0888,0.0835,0.0943,0.0825,0.0901,0.0887,0.0859,0.0863,0.0888,0.0898,0.0832,OD600:600
B,0.0972,1.0196,0.9756,0.9681,0.6973,0.7033,0.6909,1.0021,0.9900,1.0195,0.1055,0.1188,OD600:600
C,0.1071,0.8276,0.7898,0.7802,0.5570,0.5481,0.5309,0.8152,0.8015,0.8115,0.1020,0.0961,OD600:600
D,0.0982,0.5694,0.5701,0.5780,0.2996,0.3018,0.2896,0.5729,0.5807,0.5635,0.1038,0.0979,OD600:600
E,0.1036,0.3382,0.3656,0.3745,0.1828,0.1847,0.1822,0.3810,0.3566,0.3457,0.1201,0.0954,OD600:600
F,0.1016,0.2516,0.2023,0.2348,0.1469,0.1435,0.1547,0.2171,0.2431,0.2388,0.1205,0.0989,OD600:600
G,0.1021,0.1356,0.1439,0.1290,0.1186,0.1172,0.1151,0.1245,0.1229,0.1204,0.1039,0.0949,OD600:600
H,0.0809,0.1204,0.0989,0.1004,0.1003,0.0999,0.1030,0.0925,0.0893,0.0865,0.0837,0.0848,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,5000,4000,0000,0000,4000,2000,0000,1000,7000,9000,1500,479,520
B,0000,1557,1441,1438,2600,8000,1200,1196,1224,1239,4000,2000,479,520
C,0000,1240,1121,1053,1900,3000,0000,8340,8750,9010,0000,1200,479,520
D,0000,7640,6920,6530,1400,5000,2100,5870,5660,5340,9000,0000,479,520
E,1500,3780,4060,3640,6000,2000,1500,2560,2110,2060,0000,0000,479,520
F,2400,2680,1510,1660,7000,0000,1000,1170,1300,1330,1000,0000,479,520
G,0000,9500,5500,7100,2000,0000,0000,6500,4500,4900,0000,1400,479,520
H,0000,3500,0000,1400,3300,2500,2100,7000,0000,2000,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,0000,6000,1900,2800,3700,2500,1700,1400,4000,2000,1600,579,616
B,1200,1080,5800,7300,16598,15674,17389,3192,3465,3334,0000,1800,579,616
C,7000,5400,8100,7200,12272,11472,11470,2182,1907,2094,3300,1600,579,616
D,3500,2600,5500,5000,5833,5504,5881,9660,1075,1022,1000,0000,579,616
E,1500,4900,4000,4700,2505,2484,2197,3490,3840,2700,1000,4000,579,616
F,2200,3700,3600,0000,1030,1051,1140,2400,3050,2580,1800,1000,579,616
G,2000,0000,1100,3000,5420,6400,5640,2050,1510,1280,2600,1800,579,616
H,0000,2100,1600,1400,3300,2400,3100,1000,2000,2100,3700,1700,579,616
