, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0394,0.0364,0.0375,0.0377,0.0380,0.0371,0.0375,0.0382,0.0425,0.0458,0.0369,0.0386,OD600:600
B,0.0373,0.6743,0.6881,0.7011,0.6064,0.7058,0.6656,0.5642,0.5762,0.5930,0.0386,0.0372,OD600:600
C,0.0390,0.5576,0.5616,0.5849,0.3725,0.3724,0.3729,0.4421,0.4313,0.4397,0.0384,0.0383,OD600:600
D,0.0367,0.3272,0.3446,0.3462,0.1882,0.1888,0.1884,0.2601,0.2728,0.2563,0.0480,0.0374,OD600:600
E,0.0397,0.1174,0.1199,0.1601,0.0855,0.0862,0.0841,0.1243,0.1932,0.1373,0.0367,0.0383,OD600:600
F,0.0457,0.0852,0.0899,0.0876,0.0583,0.0696,0.0577,0.0975,0.1050,0.1054,0.0399,0.0382,OD600:600
G,0.0383,0.0626,0.0719,0.0554,0.0453,0.0443,0.0473,0.0514,0.0508,0.0627,0.0372,0.0363,OD600:600
H,0.0373,0.0792,0.0385,0.0408,0.0367,0.0372,0.0375,0.0501,0.0370,0.0391,0.0417,0.0377,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1000,0000,2800,0000,0000,1000,5000,3000,4000,0000,0000,479,520
B,0000,1169,1201,1217,0000,0000,1000,8020,7790,7650,6000,1000,479,520
C,0000,8790,8690,9190,0000,2900,0000,5900,5860,5580,6000,0000,479,520
D,2000,4930,5100,4840,7000,0000,1500,2910,2950,2930,0000,0000,479,520
E,7000,2040,1790,1990,1200,1700,1200,1310,1790,1410,0000,0000,479,520
F,1500,1110,1250,1170,1600,0000,0000,6300,6300,7800,1400,0000,479,520
G,1100,2900,5600,5300,0000,0000,1600,4900,2900,2800,0000,0000,479,520
H,1400,0000,6000,1200,2500,1100,1300,3000,7000,8000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,4000,1600,2400,3000,5100,3600,1200,2000,0000,1300,0000,579,616
B,8000,4700,3200,1100,8349,8467,8829,3296,3506,3598,8000,1100,579,616
C,8000,1900,0000,1000,6521,6480,6830,2454,2353,2485,9000,3000,579,616
D,0000,1000,2100,1100,3338,3811,3805,1342,1282,1321,6000,2200,579,616
E,2200,1500,8000,1200,1623,1676,1594,4690,4670,4610,0000,2600,579,616
F,3100,1100,2300,3400,8530,9360,6920,3140,2580,2890,1000,0000,579,616
G,0000,1800,0000,4000,3710,3520,4980,2410,2960,1950,2500,1300,579,616
H,1400,3600,2000,3500,2400,3000,2000,2500,8000,1700,2000,0000,579,616
