, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1008,0.1320,0.0849,0.0929,0.0868,0.0935,0.0971,0.0990,0.0998,0.2000,0.0958,0.0807,OD600:600
B,0.0863,0.9561,1.2163,1.2904,1.0666,1.0823,1.0629,1.2789,1.2208,1.2152,0.1044,0.0959,OD600:600
C,0.0937,0.7305,0.9214,0.9703,0.7674,0.7829,0.7722,0.9613,0.9612,0.9828,0.1025,0.0969,OD600:600
D,0.0933,0.4316,0.4292,0.6883,0.5955,0.5883,0.6328,0.8025,0.8085,0.7057,0.1061,0.0994,OD600:600
E,0.0887,0.2768,0.2734,0.3275,0.4534,0.4676,0.4554,0.5106,0.4968,0.4923,0.3173,0.0993,OD600:600
F,0.0933,0.2170,0.2184,0.3798,0.3873,0.4238,0.3722,0.4242,0.4353,0.4271,0.3345,0.1020,OD600:600
G,0.1002,0.1536,0.1430,0.1466,0.1450,0.1729,0.1715,0.1795,0.1415,0.1386,0.1039,0.1049,OD600:600
H,0.0829,0.1418,0.1371,0.0996,0.0999,0.1002,0.1046,0.0967,0.0972,0.0956,0.0943,0.0844,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,1510,3000,2800,1200,0000,0000,8000,0000,0000,0000,0000,479,520
B,7000,2063,2248,2461,3000,2500,9000,1752,1742,1711,0000,0000,479,520
C,1100,1496,1575,1663,1100,0000,0000,1141,1200,1210,2500,1900,479,520
D,0000,8800,7780,8290,0000,1000,0000,2860,3910,4540,1200,9000,479,520
E,0000,5060,4580,2960,6000,0000,1800,8200,7400,8700,1000,3000,479,520
F,0000,3640,2870,2030,4000,2000,6000,7300,5100,5100,9000,0000,479,520
G,2000,1600,9400,1330,1100,2300,5000,5500,6300,7900,0000,0000,479,520
H,5000,1580,1320,0000,0000,5000,1600,6000,9000,9000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2900,3800,2300,1000,1700,8000,1300,0000,1300,1200,1600,1300,579,616
B,0000,7200,7400,1680,29247,28852,29401,8072,8814,8676,1000,0000,579,616
C,0000,4900,6300,1280,20834,19138,19925,7225,6247,6785,1200,2800,579,616
D,0000,6200,3700,4500,5091,3859,3471,1553,1633,2138,3900,2100,579,616
E,1100,3600,0000,4500,2257,1881,1825,5150,5000,6470,3200,3000,579,616
F,2000,2400,2500,1300,1915,1138,1031,3390,2790,3890,7000,2300,579,616
G,8000,1700,1000,2000,1087,7180,6200,2120,2070,2900,1500,1300,579,616
H,2000,2400,1800,4300,2900,0000,1800,8000,0000,1800,3000,3000,579,616
