, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0568,0.0371,0.0367,0.0429,0.0377,0.0371,0.0369,0.0409,0.0376,0.0383,0.0356,0.0385,OD600:600
B,0.0385,0.0459,0.0432,0.0442,0.0427,0.0426,0.0430,0.0468,0.0440,0.0430,0.0385,0.0375,OD600:600
C,0.0392,0.0451,0.0497,0.0542,0.0446,0.0494,0.0424,0.0437,0.0447,0.0433,0.0378,0.0382,OD600:600
D,0.0371,0.0437,0.0444,0.0434,0.0409,0.0422,0.0422,0.0455,0.0424,0.0424,0.0368,0.0371,OD600:600
E,0.0399,0.0494,0.0424,0.0434,0.0412,0.0416,0.0424,0.0433,0.0420,0.0469,0.0375,0.0383,OD600:600
F,0.0378,0.0437,0.0425,0.0446,0.0405,0.0424,0.0420,0.0418,0.0427,0.0427,0.0377,0.0377,OD600:600
G,0.0382,0.0438,0.0437,0.0438,0.0445,0.0404,0.0421,0.0416,0.0422,0.0428,0.0373,0.0367,OD600:600
H,0.0376,0.0390,0.0387,0.0378,0.0365,0.0374,0.0363,0.0369,0.0369,0.0378,0.0373,0.0382,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1900,0000,0000,2100,6000,0000,2100,1000,4000,0000,0000,0000,479,520
B,0000,2300,9000,2700,0000,1200,6000,1100,1300,1100,1200,2000,479,520
C,1100,0000,3400,1700,5000,0000,0000,1500,1100,0000,0000,1000,479,520
D,0000,8000,3400,1600,0000,7000,0000,1400,4000,9000,1000,1800,479,520
E,0000,2900,1200,1600,0000,9000,1400,4000,1700,1800,3000,0000,479,520
F,4000,2100,5100,3400,0000,1000,0000,8000,1000,1300,1000,0000,479,520
G,4000,1300,2000,2200,2000,4000,1200,1300,2000,1400,1500,9000,479,520
H,1300,1900,6000,1200,6000,1000,1400,1400,0000,1100,2200,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2100,1400,0000,1000,3600,0000,0000,6000,1000,1000,2800,1600,579,616
B,8000,0000,1600,3000,1200,8200,7300,4400,4800,4500,2800,1900,579,616
C,1100,0000,8000,3300,1100,9400,1280,6000,6300,5300,1000,3200,579,616
D,1600,5000,4400,0000,1200,8700,1090,4900,9100,3800,2200,3000,579,616
E,4000,0000,0000,2300,9000,9700,4900,4100,5600,8400,0000,8000,579,616
F,5000,5600,7000,3000,1090,1180,7600,4700,6000,6600,2100,2500,579,616
G,0000,0000,2800,1700,1470,1220,8700,6500,6700,4100,0000,1200,579,616
H,1900,8000,2200,3400,0000,3500,2600,1400,2300,1600,2500,3100,579,616
