, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0855,0.0925,0.0914,0.0949,0.0933,0.0991,0.0992,0.0972,0.1024,0.0870,0.0959,0.0827,OD600:600
B,0.0974,0.6306,0.7774,0.8139,0.6593,0.7002,0.6791,0.7679,0.7391,0.7192,0.1117,0.1052,OD600:600
C,0.0998,0.5935,0.7053,0.9037,0.6989,0.7032,0.6613,0.8322,0.8463,0.8457,0.3280,0.1043,OD600:600
D,0.0980,0.3623,0.5992,0.6344,0.4865,0.4727,0.5007,0.6076,0.6262,0.5777,0.3311,0.1105,OD600:600
E,0.0985,0.1941,0.4042,0.3863,0.3665,0.3707,0.3920,0.4186,0.4118,0.4013,0.3321,0.1473,OD600:600
F,0.1051,0.1679,0.3964,0.3908,0.3642,0.3893,0.3576,0.3633,0.3974,0.3923,0.3328,0.3381,OD600:600
G,0.1020,0.1531,0.3639,0.3544,0.3176,0.3424,0.3493,0.3556,0.3536,0.3566,0.3329,0.3269,OD600:600
H,0.0930,0.2390,0.1508,0.1229,0.1150,0.1128,0.1163,0.1352,0.1156,0.1151,0.1014,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,0000,3000,0000,0000,0000,2100,6000,0000,0000,6000,0000,479,520
B,6000,6920,8100,8310,1000,1000,1000,4900,5130,5070,2900,1000,479,520
C,0000,5080,4470,2460,9000,0000,4000,1520,1520,1900,0000,1200,479,520
D,5000,2940,1950,1130,5000,6000,0000,6600,9400,5600,0000,0000,479,520
E,0000,1230,4200,3900,0000,9000,0000,2200,2300,2700,0000,0000,479,520
F,1800,1200,2900,2100,1000,0000,9000,1500,7000,1500,0000,0000,479,520
G,0000,2000,3200,1100,0000,2400,0000,0000,0000,7000,8000,1100,479,520
H,0000,0000,1100,2400,0000,1700,0000,0000,4000,0000,5000,3000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,0000,1500,0000,2600,3700,4000,9000,2200,3100,2000,2000,579,616
B,3300,4200,0000,1500,10699,10686,10352,3798,3934,4228,0000,3000,579,616
C,2000,0000,2000,0000,2649,2532,2422,1021,1091,1437,1100,6000,579,616
D,6000,4500,4000,0000,1070,1060,1033,3920,4840,3160,0000,0000,579,616
E,1500,0000,0000,1300,4510,4600,4590,1710,1830,1730,4000,3000,579,616
F,3200,1900,0000,1100,2230,2970,2860,8800,1040,1120,3300,0000,579,616
G,0000,3500,0000,1500,1320,1080,1770,5900,1100,9100,2200,2500,579,616
H,1000,0000,7000,3700,1800,2100,6000,3800,0000,2900,2000,4000,579,616
