, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0562,0.0373,0.0368,0.0393,0.0380,0.0372,0.0367,0.0422,0.0383,0.0430,0.0362,0.0378,OD600:600
B,0.0383,0.0716,0.0662,0.0720,0.0472,0.0477,0.0480,0.0602,0.0570,0.0573,0.0381,0.0370,OD600:600
C,0.0389,0.0677,0.0674,0.0692,0.0472,0.0510,0.0443,0.0523,0.0525,0.0541,0.0377,0.0382,OD600:600
D,0.0373,0.0582,0.0581,0.0595,0.0422,0.0431,0.0434,0.0525,0.0510,0.0508,0.0376,0.0372,OD600:600
E,0.0389,0.0578,0.0593,0.0597,0.0426,0.0431,0.0445,0.0517,0.0509,0.0552,0.0374,0.0379,OD600:600
F,0.0376,0.0591,0.0579,0.0592,0.0417,0.0437,0.0434,0.0500,0.0534,0.0526,0.0375,0.0378,OD600:600
G,0.0380,0.0573,0.0565,0.0567,0.0452,0.0423,0.0441,0.0500,0.0518,0.0516,0.0371,0.0366,OD600:600
H,0.0377,0.0479,0.0394,0.0378,0.0366,0.0377,0.0358,0.0374,0.0367,0.0380,0.0375,0.0385,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,7000,0000,0000,0000,0000,6000,0000,1000,0000,0000,1700,479,520
B,6000,6300,7000,8000,0000,1000,1400,4400,3000,3300,0000,4000,479,520
C,8000,7000,4600,5400,8000,1200,0000,2500,3900,2600,0000,1300,479,520
D,1000,6800,4100,2000,0000,6000,1300,1500,3100,2200,1200,1000,479,520
E,3000,6300,5100,4900,6000,0000,1100,1800,2100,2200,9000,0000,479,520
F,9000,5900,4000,5500,0000,0000,0000,1500,1700,2700,0000,0000,479,520
G,5000,6200,5400,5500,7000,1100,7000,1600,2000,2400,8000,6000,479,520
H,8000,0000,0000,0000,0000,4000,0000,1900,0000,0000,7000,2000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,1600,2000,6800,7000,2200,5000,1600,3500,7000,1400,2600,579,616
B,1200,3500,5400,2100,1340,1120,1140,4870,5600,1080,2700,1100,579,616
C,1700,1100,1000,1600,7500,9800,8800,4100,4300,1300,2200,1900,579,616
D,0000,1700,1600,1900,5000,6900,5200,2600,2700,5200,1100,6000,579,616
E,4700,0000,3300,2000,8200,3300,1020,2600,4100,2000,1500,1800,579,616
F,3000,8000,1700,1200,4400,5100,7900,3300,7900,6400,1700,7000,579,616
G,0000,3500,6200,1200,4400,7700,6800,5600,5900,3500,1400,1700,579,616
H,1300,1500,3800,8000,2300,0000,1200,1900,1300,1800,0000,2000,579,616
