, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0868,0.0806,0.0809,0.0882,0.0818,0.0869,0.0839,0.0827,0.0833,0.0887,0.0873,0.0839,OD600:600
B,0.1004,1.0020,0.9784,0.9782,0.6698,0.6760,0.6695,0.9946,0.9862,1.0016,0.1026,0.1171,OD600:600
C,0.1044,0.8112,0.7881,0.7742,0.4977,0.4960,0.4888,0.7880,0.7825,0.7902,0.1000,0.0911,OD600:600
D,0.0958,0.5633,0.5459,0.5486,0.2835,0.2840,0.2798,0.5346,0.5421,0.5264,0.0989,0.0921,OD600:600
E,0.0992,0.3573,0.3518,0.3452,0.1663,0.1667,0.1638,0.3341,0.3156,0.3061,0.1007,0.0876,OD600:600
F,0.0987,0.2442,0.2243,0.1969,0.1228,0.1213,0.1259,0.1893,0.1941,0.1918,0.1066,0.0902,OD600:600
G,0.0986,0.1271,0.1364,0.1239,0.1126,0.1108,0.1092,0.1187,0.1193,0.1146,0.1009,0.0844,OD600:600
H,0.0813,0.1169,0.0906,0.0963,0.0984,0.1000,0.1000,0.0892,0.0850,0.0836,0.0814,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,4000,3000,0000,1200,0000,0000,4000,0000,5000,7000,1600,479,520
B,0000,1304,1243,1252,2200,1000,0000,1047,1102,1051,0000,8000,479,520
C,3000,1004,9650,1001,1300,0000,3100,8490,8520,8380,0000,3000,479,520
D,2000,6740,6430,6410,0000,0000,0000,5580,5440,5070,4000,0000,479,520
E,1200,3640,3640,3570,0000,1900,0000,2530,2420,2220,1000,0000,479,520
F,1600,1850,1300,1570,3000,0000,4000,1050,1240,1090,2000,1300,479,520
G,0000,4000,3800,3600,6000,0000,0000,2700,2900,2100,0000,0000,479,520
H,0000,2500,8000,0000,0000,0000,0000,0000,0000,0000,4000,5000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2900,0000,2500,0000,5600,2600,0000,0000,6000,0000,0000,1200,579,616
B,3100,4800,7000,1600,14843,14011,14590,2358,2456,2610,5000,1000,579,616
C,1800,3600,2300,2400,11363,10245,10478,1626,1638,1575,4000,2800,579,616
D,0000,2500,1000,1600,5484,5251,5534,6140,9330,8370,3800,5000,579,616
E,1000,4000,1900,1800,2041,2103,2232,3230,3900,3360,8000,3000,579,616
F,3000,3000,0000,5600,1014,1032,9370,1730,1680,1820,1600,1800,579,616
G,2200,1800,0000,2100,3910,5010,3360,1320,1340,1800,0000,2600,579,616
H,4400,3000,1800,6000,1300,3700,0000,7000,4300,2000,3900,1500,579,616
