, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0843,0.0811,0.0828,0.0877,0.0814,0.0867,0.0852,0.0829,0.0870,0.0885,0.0875,0.0821,OD600:600
B,0.1010,1.0241,1.0079,1.0081,0.6272,0.6345,0.6273,0.9919,0.9883,0.9912,0.1062,0.1099,OD600:600
C,0.1005,0.8237,0.8064,0.7976,0.4587,0.4592,0.4552,0.7850,0.7774,0.7790,0.1001,0.0934,OD600:600
D,0.0956,0.5577,0.5422,0.5487,0.2683,0.2687,0.2674,0.5109,0.5177,0.4919,0.1008,0.0941,OD600:600
E,0.1004,0.3542,0.3459,0.3395,0.1634,0.1637,0.1624,0.3053,0.2771,0.2704,0.1015,0.0899,OD600:600
F,0.0997,0.2245,0.1935,0.1769,0.1231,0.1228,0.1264,0.1689,0.1750,0.1734,0.1010,0.0928,OD600:600
G,0.1007,0.1274,0.1415,0.1249,0.1144,0.1122,0.1104,0.1194,0.1187,0.1165,0.1036,0.0896,OD600:600
H,0.0822,0.1150,0.0899,0.0966,0.0989,0.0998,0.1027,0.0906,0.0851,0.0843,0.0820,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,0000,0000,0000,0000,0000,1000,0000,1600,3000,0000,0000,479,520
B,0000,1269,1207,1246,2000,6000,2300,1006,1053,1025,4000,0000,479,520
C,3000,9660,9820,9710,1700,8000,0000,8060,7830,7670,0000,1800,479,520
D,0000,6560,6120,6150,0000,1700,2000,5000,5090,4420,0000,0000,479,520
E,2300,3350,3570,3370,6000,1400,0000,2230,2020,1870,0000,0000,479,520
F,1600,1660,1220,1250,1700,3000,0000,8400,1040,1080,0000,9000,479,520
G,1000,4300,5400,5800,3000,1400,0000,2700,2600,3000,5000,9000,479,520
H,0000,1200,5000,1700,0000,4000,2000,1900,6000,3000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,1800,4000,1200,1000,3200,0000,2200,3300,4000,3000,1300,579,616
B,0000,1300,0000,2800,11575,11483,11672,1929,1996,2052,1900,1600,579,616
C,0000,7000,1700,3400,8233,8276,8566,1101,1218,1126,1200,1400,579,616
D,0000,0000,1300,9000,4351,4806,4306,6330,5670,6140,1800,0000,579,616
E,9000,9000,0000,0000,1788,1980,2068,3350,2360,3210,3000,1000,579,616
F,1900,1400,4100,1500,9040,9190,8890,2420,1840,1090,1300,2900,579,616
G,3000,0000,4300,1600,4120,4720,3260,1330,1880,1440,1900,2300,579,616
H,0000,2000,1700,3400,7000,1800,9000,1000,2300,1200,1200,0000,579,616
