, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0875,0.0818,0.0845,0.0891,0.0854,0.0910,0.0885,0.0874,0.0890,0.0888,0.0914,0.0835,OD600:600
B,0.1011,1.0199,0.9828,0.9789,0.6934,0.6951,0.6873,1.0096,0.9960,1.0242,0.1059,0.1232,OD600:600
C,0.1083,0.8305,0.8016,0.7929,0.5494,0.5486,0.5248,0.8223,0.8048,0.8106,0.1033,0.0988,OD600:600
D,0.0971,0.5780,0.5787,0.5858,0.3054,0.3065,0.2946,0.5788,0.5850,0.5611,0.1049,0.0983,OD600:600
E,0.1016,0.3577,0.3725,0.3769,0.1819,0.1855,0.1833,0.3776,0.3583,0.3386,0.1189,0.0956,OD600:600
F,0.1006,0.2583,0.2100,0.1928,0.1441,0.1440,0.1531,0.2096,0.2273,0.2319,0.1259,0.0998,OD600:600
G,0.1007,0.1310,0.1425,0.1285,0.1172,0.1162,0.1147,0.1245,0.1240,0.1215,0.1053,0.0954,OD600:600
H,0.0819,0.1189,0.0965,0.0989,0.0994,0.1020,0.1034,0.0932,0.0883,0.0914,0.0828,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,0000,2100,0000,0000,1600,3000,8000,3000,1000,1400,1100,479,520
B,0000,1646,1562,1509,1000,1300,4000,1233,1283,1298,1400,0000,479,520
C,9000,1263,1180,1062,2700,0000,1500,8530,8850,9420,9000,1500,479,520
D,6000,8370,7510,6820,9000,0000,4000,5610,5560,5090,1000,0000,479,520
E,1800,4560,4460,3900,1000,0000,0000,2540,2140,2110,0000,0000,479,520
F,1100,2570,1500,1310,9000,2000,0000,1320,1590,1410,0000,0000,479,520
G,5000,3500,6800,7900,2700,4000,0000,4100,3900,5400,3000,1200,479,520
H,1000,3000,0000,3700,0000,1000,2100,0000,1200,0000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,2800,3400,3900,2500,1700,5700,7000,6000,3000,0000,2100,579,616
B,1000,9700,6900,9500,16063,15847,16108,2937,3193,3105,3300,1700,579,616
C,1200,3200,5200,8500,11458,10396,11043,1733,2045,1890,1400,2000,579,616
D,0000,0000,4300,3000,5362,5528,5803,8830,1017,9140,3000,3000,579,616
E,1700,4000,3300,2500,2260,2366,2034,3580,3200,3180,8000,0000,579,616
F,1200,0000,0000,1900,9920,8660,9710,2140,1910,1840,1900,1100,579,616
G,5000,0000,4100,0000,4960,6510,5320,1130,1290,1760,8000,2900,579,616
H,3100,1600,8000,4000,4200,4800,3300,0000,0000,4000,1600,1800,579,616
