, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0560,0.0512,0.0367,0.0390,0.0373,0.0373,0.0372,0.0437,0.0377,0.0424,0.0367,0.0377,OD600:600
B,0.0384,0.8095,0.7728,0.8096,0.9229,0.8483,0.8350,0.8447,0.8222,0.8109,0.0386,0.0371,OD600:600
C,0.0386,0.7212,0.7025,0.7317,0.4958,0.4940,0.4925,0.6287,0.6273,0.6113,0.0373,0.0380,OD600:600
D,0.0365,0.3942,0.3863,0.4237,0.3378,0.3231,0.3386,0.3923,0.3976,0.3866,0.0375,0.0372,OD600:600
E,0.0380,0.2147,0.2151,0.2154,0.1853,0.1863,0.1869,0.2126,0.2143,0.2139,0.0376,0.0381,OD600:600
F,0.0386,0.1420,0.1435,0.1525,0.1180,0.1244,0.1196,0.1369,0.1428,0.1417,0.0376,0.0385,OD600:600
G,0.0385,0.0744,0.0695,0.0708,0.0565,0.0519,0.0536,0.0631,0.0645,0.0645,0.0374,0.0368,OD600:600
H,0.0376,0.0646,0.0633,0.0381,0.0370,0.0374,0.0356,0.0366,0.0365,0.0377,0.0373,0.0386,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,4400,0000,7000,2000,0000,1200,0000,0000,2000,1100,2000,479,520
B,0000,2852,2589,2731,1400,2300,0000,1932,1806,1767,0000,7000,479,520
C,0000,2619,2428,2366,5000,6000,2000,1712,1673,1675,9000,2300,479,520
D,5000,1235,1228,1282,8000,4000,1400,9510,9550,9900,6000,0000,479,520
E,0000,6360,6250,6060,4000,1700,0000,4710,4660,4540,0000,0000,479,520
F,5000,4180,3850,4470,0000,1400,4000,2800,2960,3150,1500,0000,479,520
G,6000,1310,1070,1510,0000,0000,4000,9100,9300,1030,0000,1400,479,520
H,3000,9500,1080,0000,0000,0000,0000,0000,0000,1000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2500,9000,1000,0000,0000,0000,0000,2400,2000,4000,0000,6000,579,616
B,0000,1100,3500,1600,6266,5726,5503,3989,3900,4218,1600,2500,579,616
C,1000,2600,1100,1300,7286,7655,7537,3772,3355,3728,2200,1500,579,616
D,1200,5400,0000,7000,8127,8180,8421,2849,2946,2732,1000,1100,579,616
E,3000,4000,1400,2100,5751,5927,5861,1727,1630,1605,1200,1500,579,616
F,0000,2900,1500,0000,3625,3505,3497,1000,9010,8850,3300,2300,579,616
G,0000,1100,1500,1900,8450,7420,6980,2040,2250,1910,3000,2400,579,616
H,7000,0000,8000,2700,7000,2600,3000,2100,3100,5000,2400,4000,579,616
