, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0563,0.0373,0.0368,0.0392,0.0375,0.0373,0.0370,0.0433,0.0375,0.0425,0.0363,0.0377,OD600:600
B,0.0381,0.0827,0.0770,0.0851,0.0487,0.0495,0.0495,0.0676,0.0636,0.0635,0.0379,0.0370,OD600:600
C,0.0391,0.0800,0.0778,0.0822,0.0478,0.0517,0.0448,0.0578,0.0577,0.0604,0.0376,0.0379,OD600:600
D,0.0371,0.0639,0.0686,0.0692,0.0426,0.0438,0.0433,0.0573,0.0545,0.0542,0.0378,0.0371,OD600:600
E,0.0385,0.0630,0.0633,0.0660,0.0432,0.0432,0.0443,0.0552,0.0544,0.0591,0.0372,0.0382,OD600:600
F,0.0383,0.0637,0.0623,0.0652,0.0418,0.0443,0.0436,0.0530,0.0554,0.0569,0.0376,0.0376,OD600:600
G,0.0376,0.0565,0.0554,0.0556,0.0457,0.0421,0.0450,0.0523,0.0539,0.0539,0.0371,0.0367,OD600:600
H,0.0378,0.0423,0.0396,0.0381,0.0369,0.0377,0.0362,0.0371,0.0364,0.0382,0.0374,0.0384,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,3000,1000,0000,3000,3000,1900,0000,1400,0000,0000,3000,479,520
B,9000,6600,8900,9200,0000,0000,0000,4500,4100,3400,0000,4000,479,520
C,4000,7400,5100,8400,2000,0000,0000,4100,3500,3000,1700,0000,479,520
D,0000,5700,7300,4800,4000,6000,1200,3200,3300,4300,1000,0000,479,520
E,5000,6300,4300,5400,0000,0000,8000,2400,3200,2600,0000,0000,479,520
F,1000,7000,7700,5700,0000,3000,2300,2300,3700,3600,8000,0000,479,520
G,3000,5600,2900,5400,3400,1300,0000,2600,3500,2800,8000,0000,479,520
H,1700,0000,1300,0000,8000,5000,0000,1500,8000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,0000,1100,6400,2600,1100,2000,4000,1200,6000,3400,2800,579,616
B,1100,2600,9000,2800,1620,1130,1540,4920,6600,9600,1100,4000,579,616
C,7000,0000,2100,3000,3500,1020,1140,1500,6900,7100,6000,7000,579,616
D,5300,3200,1100,4200,7000,9200,7500,6900,6200,5400,1800,1500,579,616
E,7000,0000,3500,2700,7500,6400,8300,1100,5100,6600,4000,3300,579,616
F,1500,1500,2000,2000,7800,6300,1320,5900,3000,5800,2000,1000,579,616
G,3400,2700,1400,9000,7800,6400,5600,1700,3300,4900,2200,2100,579,616
H,2000,4200,3000,6000,0000,1000,1900,1900,2000,2800,2700,0000,579,616
