, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0838,0.0842,0.0846,0.0869,0.0844,0.0947,0.0884,0.0863,0.0860,0.0888,0.0921,0.0836,OD600:600
B,0.0991,1.0213,1.0109,1.0105,0.5623,0.5771,0.5702,0.9523,0.9511,0.9386,0.1087,0.1250,OD600:600
C,0.1089,0.8167,0.8054,0.7985,0.4447,0.4597,0.4549,0.7471,0.7424,0.7339,0.1020,0.0957,OD600:600
D,0.0978,0.5461,0.5319,0.5411,0.2674,0.2682,0.2682,0.4608,0.4681,0.4337,0.1020,0.0965,OD600:600
E,0.1021,0.3459,0.3363,0.3306,0.1642,0.1628,0.1613,0.2674,0.2406,0.2454,0.1013,0.0920,OD600:600
F,0.1006,0.1884,0.1820,0.1732,0.1238,0.1236,0.1274,0.1592,0.1615,0.1619,0.1032,0.0958,OD600:600
G,0.0994,0.1284,0.1442,0.1259,0.1147,0.1127,0.1116,0.1210,0.1210,0.1181,0.1046,0.0932,OD600:600
H,0.0829,0.1178,0.0905,0.0971,0.1002,0.1013,0.1033,0.0903,0.0870,0.0882,0.0818,0.0836,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,2100,0000,0000,0000,7000,1200,0000,1000,0000,0000,5000,479,520
B,0000,1280,1231,1219,0000,0000,1100,9700,1014,9530,0000,6000,479,520
C,9000,9350,9250,9190,0000,6000,1100,7200,7430,7560,8000,5000,479,520
D,0000,6430,5970,5990,0000,8000,6000,4390,4360,4160,1600,7000,479,520
E,6000,3370,3120,3270,5000,5000,0000,1630,1770,1790,0000,1800,479,520
F,9000,1220,1250,1300,1100,4000,0000,7100,9500,8800,6000,3000,479,520
G,0000,5500,3800,5100,1200,1000,0000,3400,4500,3200,0000,2000,479,520
H,1100,3700,0000,4000,7000,6000,1300,0000,1000,1900,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,1900,5000,4400,3000,0000,4100,1100,2000,2200,7000,9000,579,616
B,3000,3100,2200,0000,5887,5889,5952,1479,1378,1336,9000,5000,579,616
C,3400,1000,0000,1400,5002,4558,5168,9440,1087,9560,0000,2500,579,616
D,2400,0000,1000,8000,3490,3477,3213,5410,5420,5080,0000,8000,579,616
E,1100,0000,1200,2300,1596,1749,1381,2360,1470,2040,5000,2100,579,616
F,1300,6000,1200,7000,6510,7050,7850,1060,1660,8900,3200,9000,579,616
G,1800,7000,1000,0000,4150,3570,3440,1140,4200,7400,1000,4000,579,616
H,1700,5000,4000,3000,1200,2700,1800,1900,0000,2000,0000,2000,579,616
