, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1007,0.1194,0.0826,0.0883,0.0836,0.0877,0.0917,0.0944,0.0952,0.0966,0.0860,0.0811,OD600:600
B,0.0849,0.9771,1.2136,1.2799,1.0710,1.0810,1.0636,1.2665,1.2351,1.2206,0.1009,0.0877,OD600:600
C,0.0896,0.8962,0.9174,0.9920,0.8207,0.8148,0.7811,0.9818,0.9688,0.9850,0.1040,0.0898,OD600:600
D,0.0897,0.4346,0.4438,0.6723,0.5504,0.5471,0.5899,0.6825,0.7383,0.6383,0.1154,0.0916,OD600:600
E,0.0856,0.2726,0.2857,0.3043,0.3989,0.4400,0.4499,0.4736,0.4844,0.4859,0.2692,0.0920,OD600:600
F,0.0912,0.2080,0.2346,0.3251,0.3219,0.3805,0.3982,0.4310,0.4204,0.4278,0.3206,0.0961,OD600:600
G,0.0965,0.1431,0.1451,0.1608,0.1503,0.1508,0.1491,0.1658,0.1511,0.1513,0.1120,0.0976,OD600:600
H,0.0822,0.1300,0.1297,0.0955,0.0964,0.0973,0.1013,0.0925,0.0937,0.0949,0.0861,0.0845,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,8900,1000,5000,0000,0000,1600,0000,1200,0000,0000,0000,479,520
B,0000,1983,2127,2314,9000,4000,8000,1672,1709,1666,1100,5000,479,520
C,3000,1480,1563,1477,5000,0000,0000,1073,1068,1099,1100,0000,479,520
D,1200,6770,6880,7650,1000,0000,1200,2500,4000,4780,7000,0000,479,520
E,0000,3730,3580,2980,0000,4000,6000,1060,1010,1040,7000,0000,479,520
F,1800,2630,2370,2050,0000,3000,1000,5700,6200,6000,0000,0000,479,520
G,0000,7900,5900,6000,1100,0000,1000,5600,5300,4600,1200,0000,479,520
H,0000,8000,7500,1900,0000,5000,0000,0000,1700,0000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,0000,2300,3000,2900,3200,4000,3300,2000,2200,3000,3000,579,616
B,6000,2100,6400,5100,28285,26991,28214,8125,7712,8300,2000,1400,579,616
C,8000,4000,6900,2100,19027,18294,18398,5858,5949,6181,0000,5000,579,616
D,1100,1900,4800,2000,6436,4990,4277,1545,1920,2440,1100,4900,579,616
E,1000,0000,1800,0000,2744,2220,2198,4980,5520,5830,7000,2800,579,616
F,2700,3700,9000,3500,2010,1543,1125,2750,3070,2920,1500,5000,579,616
G,1500,1300,3500,0000,8580,6070,7380,2110,1900,1970,1100,3300,579,616
H,2700,0000,2300,1600,0000,8000,3400,0000,1000,2800,0000,0000,579,616
