, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0399,0.0360,0.0371,0.0362,0.0368,0.0397,0.0368,0.0381,0.0382,0.0465,0.0371,0.0498,OD600:600
B,0.0402,0.9348,0.9319,0.9306,0.2764,0.2772,0.2746,0.8318,0.8421,0.8310,0.0412,0.0406,OD600:600
C,0.0436,0.7322,0.7252,0.7228,0.2103,0.2115,0.2130,0.6417,0.6466,0.6367,0.0420,0.0387,OD600:600
D,0.0378,0.4509,0.4410,0.4491,0.1540,0.1582,0.1561,0.3656,0.3660,0.3377,0.0373,0.0378,OD600:600
E,0.0389,0.2582,0.2533,0.2457,0.0872,0.0872,0.0882,0.1807,0.1579,0.1638,0.0386,0.0377,OD600:600
F,0.0380,0.1011,0.0948,0.1006,0.0572,0.0551,0.0568,0.0778,0.0806,0.0822,0.0498,0.0392,OD600:600
G,0.0387,0.0575,0.0749,0.0576,0.0452,0.0442,0.0446,0.0536,0.0522,0.0545,0.0384,0.0379,OD600:600
H,0.0368,0.0548,0.0386,0.0381,0.0366,0.0376,0.0360,0.0368,0.0375,0.0381,0.0379,0.0388,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,8000,0000,0000,0000,0000,0000,0000,0000,5000,4000,0000,479,520
B,0000,1723,1712,1684,1200,4000,7000,1436,1496,1450,0000,4000,479,520
C,0000,1210,1259,1251,1000,2000,2600,1074,1058,1032,1100,2000,479,520
D,0000,7650,7450,7520,0000,0000,8000,5820,5570,5230,0000,0000,479,520
E,4000,4210,3940,3730,0000,0000,3000,2360,2160,2260,0000,2000,479,520
F,0000,1790,1480,1400,0000,0000,0000,1020,9600,1010,1600,0000,479,520
G,2000,7200,2500,5500,4000,0000,3000,4600,5200,3300,0000,8000,479,520
H,0000,0000,0000,1500,0000,4000,0000,6000,0000,1400,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,2100,0000,3700,1000,2700,2400,0000,1000,1000,2200,3900,579,616
B,0000,2900,4800,2100,5827,5785,5391,1957,1835,2064,2600,1100,579,616
C,1100,2400,3000,1000,4131,4484,4357,1218,1143,1382,1900,3500,579,616
D,1000,6000,3100,1600,2921,3282,2898,7200,8090,6940,0000,2000,579,616
E,2000,1700,4900,1500,1786,1649,1951,2880,3310,2470,1400,0000,579,616
F,5600,1500,0000,6000,9160,8090,9050,1570,1250,1920,1700,1900,579,616
G,3900,0000,0000,1000,4540,5570,4400,1060,1500,1310,1900,1500,579,616
H,3000,1300,2800,2200,1800,1000,6000,2300,1800,1400,0000,3000,579,616
