, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0374,0.0356,0.0364,0.0367,0.0361,0.0399,0.0367,0.0383,0.0380,0.0465,0.0365,0.0386,OD600:600
B,0.0422,0.9348,0.9301,0.9307,0.2811,0.2822,0.2784,0.8315,0.8423,0.8264,0.0476,0.0613,OD600:600
C,0.0435,0.7316,0.7222,0.7189,0.2166,0.2179,0.2192,0.6395,0.6407,0.6323,0.0373,0.0383,OD600:600
D,0.0377,0.4503,0.4366,0.4475,0.1614,0.1659,0.1641,0.3640,0.3650,0.3383,0.0379,0.0402,OD600:600
E,0.0389,0.2642,0.2560,0.2466,0.0884,0.0888,0.0900,0.1794,0.1577,0.1641,0.0387,0.0376,OD600:600
F,0.0370,0.0948,0.0910,0.0957,0.0570,0.0550,0.0568,0.0776,0.0807,0.0827,0.0476,0.0387,OD600:600
G,0.0381,0.0571,0.0767,0.0573,0.0453,0.0444,0.0449,0.0535,0.0522,0.0541,0.0385,0.0374,OD600:600
H,0.0369,0.0545,0.0383,0.0378,0.0357,0.0375,0.0361,0.0365,0.0371,0.0382,0.0381,0.0386,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,9000,1800,2000,3000,0000,1400,0000,1300,1500,0000,3000,0000,479,520
B,3000,1799,1850,1783,0000,1200,0000,1479,1510,1463,0000,0000,479,520
C,6000,1309,1324,1319,1600,1100,0000,1066,1087,1084,0000,1500,479,520
D,0000,7820,7840,8140,1000,1000,7000,5790,5840,5470,7000,0000,479,520
E,1500,3900,4050,3980,0000,1300,2800,2540,2280,2340,1800,3000,479,520
F,0000,1570,1480,1440,0000,0000,0000,9700,1040,1210,0000,1000,479,520
G,5000,7700,7100,8300,3000,1400,2000,5600,5300,4800,0000,1400,479,520
H,5000,0000,2300,1000,0000,1200,0000,0000,4000,2500,0000,9000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,3100,6500,0000,0000,0000,1300,0000,0000,2000,1900,1300,579,616
B,0000,2300,3500,2300,6157,5803,5487,1975,1779,1689,0000,8000,579,616
C,1800,1000,0000,1700,4455,4719,4491,1140,1220,1282,1200,1800,579,616
D,3000,1400,2700,3400,2980,3325,2836,6660,7540,5960,2400,0000,579,616
E,7000,1700,2200,0000,1774,1833,1978,2560,2080,3220,1100,1100,579,616
F,0000,1600,4000,1600,7750,8310,8610,2110,1140,1650,1300,2300,579,616
G,4000,1000,0000,3400,5100,4930,3690,1110,2510,1140,1500,3800,579,616
H,3000,2700,1700,2100,0000,1700,0000,1100,3000,1700,1600,0000,579,616
