, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0390,0.0364,0.0376,0.0375,0.0381,0.0375,0.0376,0.0384,0.0423,0.0456,0.0363,0.0391,OD600:600
B,0.0388,0.6605,0.6725,0.6829,0.7112,0.7135,0.6896,0.5619,0.5685,0.5798,0.0392,0.0371,OD600:600
C,0.0393,0.5613,0.5542,0.5630,0.4122,0.3870,0.3824,0.4268,0.4263,0.4278,0.0386,0.0383,OD600:600
D,0.0366,0.3371,0.3345,0.3363,0.1911,0.1926,0.1916,0.2553,0.2660,0.2468,0.0472,0.0373,OD600:600
E,0.0382,0.1249,0.1487,0.1888,0.0856,0.0858,0.0840,0.1353,0.1827,0.1519,0.0367,0.0383,OD600:600
F,0.0453,0.0854,0.0904,0.0859,0.0579,0.0701,0.0571,0.0882,0.0970,0.0963,0.0379,0.0391,OD600:600
G,0.0383,0.0617,0.0624,0.0560,0.0446,0.0455,0.0479,0.0519,0.0510,0.0630,0.0376,0.0363,OD600:600
H,0.0375,0.0766,0.0386,0.0414,0.0365,0.0374,0.0377,0.0500,0.0372,0.0388,0.0379,0.0382,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,1700,0000,2700,7000,0000,0000,1400,0000,1500,0000,1300,479,520
B,8000,1167,1163,1181,1400,1700,4000,7800,7910,7920,0000,2000,479,520
C,0000,8030,8350,8450,1000,1400,2600,6050,5690,6020,4000,0000,479,520
D,0000,4350,4610,4440,6000,0000,1100,2830,2990,2800,0000,0000,479,520
E,1000,1800,1800,2030,2000,0000,8000,1330,1650,1500,0000,1100,479,520
F,1000,1070,5100,1050,0000,0000,2000,4700,6200,6900,1000,0000,479,520
G,1000,3200,7100,3300,0000,0000,0000,2700,2700,2900,1000,3000,479,520
H,2300,1300,1800,4600,7000,0000,1000,3000,0000,1600,0000,3000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1200,3700,0000,1800,2800,7000,3200,2000,2600,0000,3000,579,616
B,3900,3800,3400,2700,5611,5237,5424,2420,2469,2210,1000,1600,579,616
C,1500,0000,1900,3200,4567,4508,4649,1611,1658,1606,0000,2600,579,616
D,2000,3600,0000,0000,2603,2678,2469,1089,9330,1070,1000,5000,579,616
E,0000,5000,4000,1000,1205,1377,1235,3600,3990,2760,0000,2600,579,616
F,0000,2900,0000,1200,5540,6500,5260,2650,2860,3060,1600,0000,579,616
G,1200,1500,6000,1800,3640,3260,3740,1580,2170,1530,4000,1000,579,616
H,1800,4000,0000,3000,1700,1600,2500,2700,1300,9000,3700,2400,579,616
