, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0856,0.0963,0.0915,0.0966,0.0930,0.0978,0.0995,0.0981,0.1019,0.0870,0.0938,0.0837,OD600:600
B,0.0936,0.7079,0.7635,0.7924,0.6113,0.6516,0.6134,0.6827,0.6824,0.7015,0.1091,0.1034,OD600:600
C,0.0972,0.6185,0.6477,0.8543,0.6375,0.6408,0.6099,0.7527,0.7329,0.7272,0.2475,0.1023,OD600:600
D,0.0939,0.3767,0.5259,0.6390,0.4825,0.4838,0.4816,0.5595,0.5814,0.5499,0.3108,0.1056,OD600:600
E,0.0953,0.1914,0.3466,0.4058,0.3699,0.3822,0.3863,0.3967,0.4491,0.4200,0.3142,0.1084,OD600:600
F,0.1050,0.1690,0.3639,0.3814,0.3492,0.3577,0.3429,0.3829,0.3940,0.3922,0.3369,0.2865,OD600:600
G,0.1064,0.1350,0.3288,0.3334,0.3390,0.3319,0.3287,0.3344,0.3255,0.3370,0.3022,0.2586,OD600:600
H,0.0856,0.2588,0.1455,0.1116,0.1092,0.1117,0.1146,0.1209,0.1144,0.1167,0.1008,0.0844,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,1000,0000,5000,0000,2100,3500,6000,1800,0000,0000,0000,479,520
B,3000,7720,8750,8740,1500,2500,0000,4880,5410,5470,2000,0000,479,520
C,0000,5630,5740,2890,8000,1000,8000,1620,1910,2180,0000,0000,479,520
D,2500,3160,2510,1160,1000,1800,5000,6200,6900,6600,0000,7000,479,520
E,8000,1610,7500,4200,6000,6000,7000,2100,4000,2100,0000,1000,479,520
F,1000,8800,2500,2500,0000,0000,0000,2100,9000,2200,0000,1000,479,520
G,0000,7000,2500,7000,0000,5000,0000,1000,1400,0000,1600,1400,479,520
H,0000,1300,1400,2900,0000,0000,0000,8000,7000,0000,0000,4000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,4400,0000,3400,5000,2400,0000,6000,3000,1700,1800,1200,579,616
B,0000,0000,0000,5000,9826,9264,10385,3758,3859,3823,0000,2000,579,616
C,3000,9000,4600,4200,2912,2869,3123,9850,1158,1435,8000,9000,579,616
D,1000,1600,0000,1300,1100,1111,1244,3520,4290,4370,1300,1500,579,616
E,2400,0000,2800,1800,5350,5010,3710,1390,1830,7500,0000,1000,579,616
F,1700,2000,3200,2700,2670,2060,2490,7500,8700,1030,0000,1200,579,616
G,3000,1000,2300,7000,1310,1470,1560,7900,6900,1010,1300,1300,579,616
H,2700,2900,1700,1800,1000,1300,4000,1900,0000,4100,7000,9000,579,616
