, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1002,0.1206,0.0831,0.0918,0.0854,0.0924,0.0976,0.0982,0.0983,0.0981,0.0926,0.0826,OD600:600
B,0.0862,1.0063,1.1823,1.2710,0.9949,1.0096,0.9932,1.2589,1.2377,1.2247,0.1031,0.0940,OD600:600
C,0.0977,0.8704,0.8783,0.9708,0.7474,0.7447,0.7276,0.9556,0.9464,0.9556,0.1043,0.0974,OD600:600
D,0.0963,0.4458,0.4439,0.6338,0.5156,0.5083,0.5503,0.5912,0.6672,0.5984,0.1118,0.1006,OD600:600
E,0.0883,0.2779,0.2808,0.3009,0.3522,0.3845,0.4002,0.4414,0.4459,0.4389,0.2335,0.1003,OD600:600
F,0.0962,0.2108,0.2245,0.2816,0.2774,0.3363,0.3513,0.3922,0.3782,0.3840,0.2847,0.1021,OD600:600
G,0.1009,0.1463,0.1402,0.1442,0.1417,0.1504,0.1474,0.1665,0.1466,0.1444,0.1059,0.1030,OD600:600
H,0.0824,0.1348,0.1340,0.0993,0.1027,0.0999,0.1060,0.0991,0.1013,0.1000,0.0944,0.0848,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,1130,0000,0000,1000,0000,2200,0000,0000,3000,2500,0000,479,520
B,1400,2054,2179,2246,2000,5000,1900,1628,1644,1585,4000,3000,479,520
C,0000,1443,1477,1528,0000,1600,2000,1086,1121,1133,6000,4000,479,520
D,0000,7780,7100,7570,0000,1100,0000,2990,3910,4520,1100,1000,479,520
E,2800,4040,3890,3370,2000,1700,1000,1250,1310,1250,4000,6000,479,520
F,0000,2710,2360,2370,3000,1400,2000,7900,6600,6400,1300,6000,479,520
G,0000,9000,9400,6600,0000,1300,0000,5100,6800,5700,4000,0000,479,520
H,2700,4500,9900,1700,7000,3000,0000,1000,0000,0000,9000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,0000,1800,9000,0000,5000,9000,7000,3300,1500,1000,579,616
B,0000,5800,9000,2300,25230,25258,25813,7387,7698,7412,5000,0000,579,616
C,6000,0000,2500,1400,17540,17047,16416,5331,5445,5421,5000,1300,579,616
D,9000,2400,2900,5000,7481,5831,5613,1562,2137,2215,4200,1200,579,616
E,7000,2000,3500,1100,3532,2662,2644,7570,7840,7840,0000,1000,579,616
F,7000,1200,2600,2600,2477,1713,1520,3660,3610,3420,3300,1500,579,616
G,1200,0000,0000,2000,7440,6640,5700,1370,1450,2040,1400,2900,579,616
H,8000,4000,3900,4700,0000,0000,4000,1600,0000,0000,7000,2900,579,616
