, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0881,0.0947,0.0939,0.1002,0.0951,0.1005,0.0994,0.0978,0.1049,0.0875,0.0948,0.0838,OD600:600
B,0.0995,0.7267,0.7584,0.7945,0.6048,0.6699,0.6130,0.6762,0.6724,0.6940,0.1124,0.1035,OD600:600
C,0.1001,0.6164,0.6667,0.7548,0.5324,0.5436,0.5214,0.6403,0.6232,0.6345,0.1894,0.1035,OD600:600
D,0.0996,0.3904,0.4852,0.5585,0.3916,0.3942,0.3915,0.4773,0.4903,0.4601,0.2130,0.1087,OD600:600
E,0.1001,0.1950,0.2806,0.3317,0.2802,0.2985,0.2964,0.3494,0.3792,0.3492,0.2275,0.1274,OD600:600
F,0.1092,0.1752,0.2811,0.2867,0.2541,0.2743,0.2705,0.3138,0.3046,0.2962,0.2388,0.1893,OD600:600
G,0.1036,0.1524,0.2573,0.2228,0.2272,0.2331,0.2315,0.2344,0.2197,0.2288,0.1965,0.1690,OD600:600
H,0.0898,0.2850,0.1255,0.1113,0.1092,0.1142,0.1132,0.1300,0.1142,0.1179,0.1040,0.0844,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,1200,0000,1300,0000,0000,7000,2400,0000,0000,3200,479,520
B,0000,7700,8300,8380,8000,0000,9000,4710,5030,5220,2000,0000,479,520
C,0000,5960,5270,4160,0000,2000,5000,2530,2690,2600,8000,4000,479,520
D,0000,3210,2680,1830,0000,1200,0000,9800,1290,1230,0000,0000,479,520
E,4000,9300,1220,8100,0000,1000,2000,5200,5900,3000,0000,5000,479,520
F,1500,1070,5300,5700,0000,0000,0000,2900,2800,4100,7000,2000,479,520
G,0000,3200,2500,2000,1600,0000,0000,9000,0000,6000,0000,1000,479,520
H,4000,1400,0000,0000,0000,1000,0000,6000,1000,1000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,5000,0000,0000,2600,2100,3100,0000,1100,2300,2800,6000,579,616
B,1300,9000,0000,2000,8607,8580,8328,3287,3406,3505,1900,2100,579,616
C,1000,4000,9000,1000,4158,3817,4116,1344,1541,1492,2100,1100,579,616
D,1000,3000,0000,6000,1669,1742,1489,6190,6940,6380,2400,0000,579,616
E,1100,2600,5000,7000,7100,6550,7770,2830,3270,1730,0000,1400,579,616
F,9000,0000,2900,7000,2960,3190,3020,1380,1580,1680,4000,1300,579,616
G,0000,0000,0000,8000,2160,2070,1930,9500,9200,1190,0000,1000,579,616
H,4700,6000,1700,1800,0000,3400,8000,6000,3800,2400,2400,0000,579,616
