, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0861,0.0911,0.0916,0.0946,0.0927,0.0965,0.0950,0.0953,0.0988,0.0874,0.0849,0.0830,OD600:600
B,0.0915,0.6006,0.7707,0.8005,0.6785,0.7088,0.6891,0.7574,0.7461,0.7250,0.1070,0.0970,OD600:600
C,0.0976,0.5637,0.6577,0.9107,0.7124,0.7091,0.6748,0.8613,0.8515,0.8697,0.3174,0.0995,OD600:600
D,0.0946,0.3440,0.5985,0.6179,0.5067,0.4955,0.5098,0.5820,0.6762,0.6054,0.3585,0.1034,OD600:600
E,0.0994,0.1903,0.4036,0.4198,0.3854,0.4225,0.3997,0.3880,0.4029,0.4186,0.3576,0.1023,OD600:600
F,0.1036,0.1634,0.4164,0.4075,0.3642,0.3819,0.3319,0.3939,0.4301,0.4272,0.3199,0.3273,OD600:600
G,0.1031,0.1467,0.3582,0.3495,0.3076,0.3336,0.3717,0.3244,0.3671,0.3417,0.3345,0.3138,OD600:600
H,0.0919,0.2594,0.1462,0.1123,0.1071,0.1087,0.1154,0.1202,0.1138,0.1207,0.0978,0.0839,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,1100,0000,2100,2000,1900,8000,3000,0000,0000,0000,5000,479,520
B,1600,6880,8700,9000,2100,1600,1800,5670,5810,5300,6000,0000,479,520
C,3000,5470,5170,2440,0000,4000,1000,1630,1700,2030,1200,1800,479,520
D,3400,3000,2010,1070,0000,5000,1400,6900,8000,5500,3000,6000,479,520
E,7000,1340,4100,3300,4000,2100,1000,3500,3500,2200,4000,0000,479,520
F,8000,1030,0000,2400,0000,9000,7000,3000,9000,8000,1000,0000,479,520
G,0000,0000,8000,1500,1100,0000,9000,2100,3000,1100,0000,2000,479,520
H,8000,0000,0000,2300,2000,0000,2300,9000,1000,8000,0000,3000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,2000,3500,4000,1400,3400,1200,2200,3000,2100,4000,579,616
B,3200,7500,3000,3200,12057,12042,12035,4489,4830,4728,8000,1000,579,616
C,1000,0000,4900,7000,2771,2582,2562,9950,1281,1408,3200,9000,579,616
D,1200,1400,4300,9000,1141,1038,1068,3670,5450,4280,6000,1300,579,616
E,3500,0000,6000,2500,5080,5250,4920,1660,1210,1180,0000,1600,579,616
F,6400,1000,4000,2000,2450,2720,2440,1060,1280,1030,7000,0000,579,616
G,1600,7000,0000,2400,9600,8600,1230,7800,7200,9700,7000,0000,579,616
H,4600,2700,4000,0000,0000,1700,8000,1300,2100,2000,2200,0000,579,616
