, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1021,0.1327,0.0893,0.0967,0.0902,0.0964,0.0988,0.1016,0.1015,0.1188,0.0980,0.0814,OD600:600
B,0.0917,0.9676,1.2239,1.2949,1.0735,1.0562,1.0511,1.2811,1.2326,1.2302,0.1052,0.0977,OD600:600
C,0.0987,0.8605,0.9221,0.9877,0.7812,0.7847,0.7829,0.9762,0.9703,0.9921,0.1047,0.0986,OD600:600
D,0.0975,0.4319,0.4319,0.6866,0.5649,0.5777,0.6169,0.7506,0.7787,0.6723,0.1105,0.1006,OD600:600
E,0.0960,0.2764,0.2758,0.3078,0.4184,0.4549,0.4671,0.4833,0.4944,0.4987,0.2894,0.1010,OD600:600
F,0.0981,0.2146,0.2192,0.3443,0.3580,0.4048,0.3891,0.4427,0.4149,0.4259,0.3278,0.1040,OD600:600
G,0.1034,0.1512,0.1418,0.1456,0.1433,0.1562,0.1542,0.1740,0.1443,0.1419,0.1066,0.1037,OD600:600
H,0.0819,0.1399,0.1366,0.1010,0.1039,0.1002,0.1069,0.1014,0.1028,0.1036,0.0986,0.0854,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,1570,0000,0000,0000,2000,8000,7000,1300,0000,0000,0000,479,520
B,0000,2195,2313,2553,2700,9000,1300,1787,1805,1713,9000,0000,479,520
C,0000,1715,1744,1707,8000,1400,0000,1232,1246,1276,1900,0000,479,520
D,0000,9430,8760,8920,1200,1900,1200,2960,4110,4830,0000,0000,479,520
E,1500,5140,5060,3680,1000,0000,0000,8900,1050,9900,5000,4000,479,520
F,7000,4140,3840,2530,0000,0000,1900,5900,7100,6000,1000,1000,479,520
G,2500,1270,1100,1370,1200,1000,7000,6400,7300,7500,1500,1300,479,520
H,0000,1310,1270,0000,1700,0000,1000,1000,1700,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,3200,2000,4300,6000,2600,9000,1100,2500,0000,0000,2300,579,616
B,0000,6000,4400,9800,27221,26926,28086,8188,8409,8054,1400,1100,579,616
C,6000,3500,8000,6500,19893,17695,19048,6147,6739,6253,3000,0000,579,616
D,6000,1800,2400,3100,6114,3968,4064,1437,2043,2301,1900,3200,579,616
E,2300,0000,3000,3700,2526,1998,1918,5830,5660,5740,0000,1800,579,616
F,0000,3400,0000,2300,2009,1199,1020,2680,2530,3260,3200,4000,579,616
G,2400,4500,2900,0000,8860,7800,7980,1670,2020,2340,1500,5000,579,616
H,5500,0000,0000,4100,0000,0000,0000,1100,1300,0000,3700,0000,579,616
