, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0870,0.0846,0.0840,0.0905,0.0831,0.0918,0.0885,0.0855,0.0868,0.0886,0.0922,0.0820,OD600:600
B,0.1006,1.0100,0.9817,0.9808,0.7057,0.7118,0.7026,1.0055,0.9939,1.0167,0.1063,0.1178,OD600:600
C,0.1034,0.8178,0.7927,0.7771,0.5294,0.5227,0.5140,0.8020,0.7947,0.8034,0.1016,0.0948,OD600:600
D,0.1064,0.5729,0.5543,0.5577,0.2906,0.2916,0.2858,0.5525,0.5565,0.5438,0.1020,0.0953,OD600:600
E,0.1022,0.3634,0.3589,0.3547,0.1685,0.1700,0.1672,0.3504,0.3315,0.3191,0.1022,0.0930,OD600:600
F,0.1012,0.2584,0.2267,0.1953,0.1249,0.1249,0.1298,0.1905,0.2005,0.1994,0.1053,0.0962,OD600:600
G,0.1018,0.1276,0.1436,0.1257,0.1148,0.1134,0.1128,0.1221,0.1214,0.1184,0.1044,0.0937,OD600:600
H,0.0814,0.1208,0.0985,0.1007,0.1009,0.1027,0.1043,0.0953,0.0924,0.0934,0.0840,0.0841,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,0000,1900,0000,8000,2300,0000,6000,0000,8000,0000,9000,479,520
B,5000,1350,1280,1254,0000,1300,8000,1060,1074,1091,1000,6000,479,520
C,4000,1030,1013,1050,0000,1700,1100,8390,8820,8690,9000,0000,479,520
D,0000,6620,6550,6640,0000,2800,0000,5640,5780,5170,0000,0000,479,520
E,0000,3500,3580,3520,0000,3300,2000,2710,2120,2220,0000,1000,479,520
F,0000,1800,1510,1510,0000,2000,0000,9600,1300,1240,8000,0000,479,520
G,0000,2200,2900,5800,0000,7000,1000,2600,1900,3400,1400,2000,479,520
H,0000,0000,0000,8000,5000,0000,0000,0000,1200,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,0000,1500,0000,1400,0000,1300,2400,2600,6000,1000,2300,579,616
B,1000,4900,4600,5300,14898,15369,15207,2525,2852,2456,8000,5000,579,616
C,1100,3800,2000,4600,11471,10833,10716,1799,1826,1751,8000,0000,579,616
D,2000,4700,2400,2900,5593,5410,5989,8420,7690,8830,1400,3700,579,616
E,0000,9000,1400,1500,2073,2312,2080,3160,3190,3100,3000,3900,579,616
F,1500,0000,1500,5000,7500,9490,1156,1470,2690,1910,1700,6000,579,616
G,0000,9000,2500,1000,3750,4530,4050,1380,7800,1280,1300,3600,579,616
H,4600,1200,2900,1000,2300,1300,2000,2300,1500,0000,9000,1200,579,616
