, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0866,0.0834,0.0798,0.0836,0.0808,0.0854,0.0830,0.0816,0.0840,0.0892,0.0825,0.0835,OD600:600
B,0.0900,0.9959,0.9682,0.9672,0.6897,0.6945,0.6881,0.9945,0.9822,1.0071,0.1001,0.1126,OD600:600
C,0.0958,0.8190,0.7977,0.7813,0.5343,0.5357,0.5216,0.8111,0.8022,0.8079,0.1014,0.0853,OD600:600
D,0.0921,0.5709,0.5664,0.5758,0.3036,0.3100,0.2951,0.5785,0.5836,0.5508,0.1029,0.0886,OD600:600
E,0.0931,0.3602,0.3709,0.3703,0.1767,0.1858,0.1871,0.3801,0.3664,0.3462,0.1180,0.0850,OD600:600
F,0.0925,0.2543,0.2312,0.2042,0.1389,0.1361,0.1470,0.2214,0.2294,0.2321,0.1167,0.0904,OD600:600
G,0.0942,0.1247,0.1383,0.1231,0.1118,0.1107,0.1095,0.1192,0.1187,0.1152,0.1015,0.0860,OD600:600
H,0.0810,0.1098,0.0909,0.0910,0.0960,0.0963,0.0933,0.0897,0.0834,0.0844,0.0823,0.0836,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,0000,4000,7000,1800,0000,9000,3000,0000,0000,7000,479,520
B,2700,1752,1689,1612,1000,3000,5000,1305,1355,1427,0000,0000,479,520
C,0000,1426,1215,1089,1900,1300,2000,8690,9110,9410,0000,4000,479,520
D,2000,9130,7680,6560,1000,0000,0000,5410,5340,5230,3000,1000,479,520
E,2000,4850,4660,4180,0000,1100,9000,2610,2170,2060,0000,0000,479,520
F,0000,2620,1910,1510,0000,9000,6000,1330,1630,1670,5000,1000,479,520
G,5000,4100,4800,5900,7000,2200,8000,5700,6500,5100,8000,1300,479,520
H,0000,4200,0000,1000,0000,1000,0000,0000,2000,3000,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,4400,4000,1700,2100,9000,0000,1100,1900,1900,2000,0000,579,616
B,4600,1230,1070,8200,16586,15953,16297,2939,3068,2938,1400,1500,579,616
C,8000,8100,5300,5400,10948,10309,10392,1671,1662,1872,3000,1100,579,616
D,1200,3500,6600,0000,5436,5510,5547,8770,8070,7460,0000,3300,579,616
E,9000,2400,1000,4100,2288,2372,2077,3620,3050,3540,3000,2300,579,616
F,6000,8000,0000,1600,9390,9970,1064,2010,1970,1440,3300,3100,579,616
G,3300,0000,5000,1200,5130,4470,4730,1370,1850,1610,1900,1800,579,616
H,0000,2500,2000,3000,0000,6000,9000,0000,4700,0000,1000,1300,579,616
