, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0374,0.0362,0.0360,0.0361,0.0368,0.0388,0.0369,0.0387,0.0380,0.0469,0.0363,0.0380,OD600:600
B,0.0378,0.0435,0.0435,0.0440,0.0424,0.0419,0.0422,0.0427,0.0425,0.0447,0.0380,0.0376,OD600:600
C,0.0397,0.0457,0.0437,0.0431,0.0414,0.0415,0.0424,0.0437,0.0429,0.0428,0.0379,0.0391,OD600:600
D,0.0377,0.0438,0.0420,0.0420,0.0424,0.0420,0.0436,0.0429,0.0412,0.0406,0.0379,0.0377,OD600:600
E,0.0413,0.0433,0.0509,0.0420,0.0406,0.0409,0.0418,0.0433,0.0442,0.0438,0.0386,0.0395,OD600:600
F,0.0367,0.0435,0.0429,0.0474,0.0425,0.0406,0.0416,0.0433,0.0425,0.0411,0.0487,0.0383,OD600:600
G,0.0385,0.0426,0.0553,0.0430,0.0413,0.0414,0.0417,0.0418,0.0414,0.0466,0.0414,0.0371,OD600:600
H,0.0370,0.0384,0.0387,0.0380,0.0362,0.0377,0.0362,0.0367,0.0378,0.0381,0.0377,0.0382,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,1000,0000,0000,0000,1300,9000,1400,2000,5000,0000,479,520
B,9000,6200,3200,2500,5000,3000,0000,2400,1600,2300,4000,3000,479,520
C,1000,1100,0000,1400,0000,4000,0000,2100,1600,2000,8000,0000,479,520
D,0000,2200,3400,1000,1000,2000,8000,1100,1600,1800,2000,0000,479,520
E,6000,0000,1500,3500,9000,1000,2000,0000,2100,1900,3000,9000,479,520
F,7000,3800,1200,3800,1000,0000,6000,1400,1600,1500,1000,0000,479,520
G,4000,2100,2600,1400,0000,4000,9000,2500,6000,1000,2900,1000,479,520
H,7000,1500,0000,1400,0000,3000,0000,2800,1100,1100,1300,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,9000,1600,1100,3400,5000,0000,2000,5000,7000,0000,1700,2400,579,616
B,3300,0000,6000,1900,1020,1440,5500,5900,4800,6000,2200,1900,579,616
C,9000,0000,2200,0000,1160,1580,5800,6000,7400,4100,1400,9000,579,616
D,1500,1700,3300,1700,8200,9900,9000,5300,4300,3700,3600,4000,579,616
E,9000,3200,3700,1000,1270,1780,1350,6600,1300,2800,0000,1400,579,616
F,0000,2000,1200,1800,1090,1080,8700,4400,7500,4200,1700,1500,579,616
G,3800,2000,4100,0000,6900,4900,1070,5700,6200,7300,2900,1200,579,616
H,1500,1600,1500,0000,3000,2600,2300,2400,1100,3000,3200,7000,579,616
