, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0389,0.0371,0.0373,0.0384,0.0383,0.0370,0.0371,0.0383,0.0429,0.0455,0.0360,0.0393,OD600:600
B,0.0368,0.0445,0.0443,0.0446,0.0435,0.0435,0.0433,0.0447,0.0458,0.0464,0.0379,0.0374,OD600:600
C,0.0384,0.0464,0.0482,0.0460,0.0455,0.0432,0.0465,0.0451,0.0453,0.0443,0.0383,0.0380,OD600:600
D,0.0373,0.0452,0.0441,0.0431,0.0404,0.0424,0.0434,0.0445,0.0442,0.0430,0.0402,0.0375,OD600:600
E,0.0396,0.0452,0.0459,0.0449,0.0421,0.0417,0.0430,0.0438,0.0437,0.0503,0.0370,0.0385,OD600:600
F,0.0471,0.0451,0.0464,0.0454,0.0415,0.0499,0.0431,0.0433,0.0499,0.0427,0.0382,0.0385,OD600:600
G,0.0381,0.0480,0.0471,0.0459,0.0418,0.0409,0.0429,0.0433,0.0421,0.0530,0.0373,0.0367,OD600:600
H,0.0375,0.0384,0.0390,0.0410,0.0369,0.0373,0.0379,0.0433,0.0479,0.0387,0.0375,0.0377,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,0000,8000,1200,0000,0000,0000,0000,9000,3000,1800,1000,479,520
B,1700,1400,1600,1600,4000,0000,6000,8000,1800,1000,5000,0000,479,520
C,1300,6000,2400,1400,0000,1000,1000,3000,2000,9000,5000,0000,479,520
D,0000,1000,2700,2300,5000,1000,0000,1700,1100,5000,4000,0000,479,520
E,0000,7000,1200,1000,6000,8000,4000,9000,1200,7000,0000,2000,479,520
F,8000,1900,1700,2200,2000,3000,4000,1900,8000,1200,2000,0000,479,520
G,5000,3000,3500,2200,3000,2100,1000,7000,1400,2400,6000,5000,479,520
H,1800,0000,0000,0000,0000,9000,1000,2000,0000,0000,1000,1000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,2300,1000,1300,0000,9000,3600,2200,4500,1000,1800,4900,579,616
B,4000,0000,0000,2600,8300,1060,5700,5900,7600,6700,0000,2100,579,616
C,1300,3200,2900,2100,6900,7000,6100,9800,5000,7400,1400,2900,579,616
D,1600,2300,2700,2200,2400,9100,9200,4300,5800,7800,3400,1600,579,616
E,0000,1300,1500,7000,1360,8000,4800,1500,6500,2400,2600,1200,579,616
F,3800,4000,3200,0000,1170,4400,1280,9200,4700,4600,1300,2800,579,616
G,1600,8000,7000,0000,9700,1190,9300,5200,5400,3400,0000,4000,579,616
H,2700,3600,7000,1700,4100,2300,3900,3500,2900,1700,7000,5000,579,616
