, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0400,0.0368,0.0374,0.0381,0.0379,0.0373,0.0377,0.0381,0.0433,0.0454,0.0367,0.0392,OD600:600
B,0.0395,0.1824,0.1831,0.1853,0.0718,0.0647,0.0609,0.1287,0.1278,0.1262,0.0382,0.0374,OD600:600
C,0.0391,0.1717,0.1729,0.1750,0.0596,0.0558,0.0581,0.1199,0.1161,0.1141,0.0384,0.0383,OD600:600
D,0.0363,0.1749,0.1794,0.1685,0.0492,0.0520,0.0534,0.1104,0.1095,0.1050,0.0415,0.0375,OD600:600
E,0.0376,0.1031,0.1036,0.1055,0.0495,0.0490,0.0533,0.0960,0.0967,0.1069,0.0371,0.0381,OD600:600
F,0.0458,0.0740,0.0770,0.0806,0.0503,0.0614,0.0527,0.0662,0.0679,0.0692,0.0378,0.0384,OD600:600
G,0.0384,0.0548,0.0562,0.0544,0.0436,0.0428,0.0471,0.0540,0.0512,0.0627,0.0370,0.0365,OD600:600
H,0.0373,0.0592,0.0388,0.0411,0.0365,0.0373,0.0373,0.0453,0.0375,0.0390,0.0380,0.0379,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,0000,4000,5000,0000,1000,1000,0000,8000,1000,0000,0000,479,520
B,0000,3130,3120,3020,3000,0000,6000,1700,1580,1670,1100,1000,479,520
C,7000,3080,3430,3110,0000,0000,0000,1530,1500,1350,0000,0000,479,520
D,0000,2880,3100,2970,0000,0000,0000,1460,1470,1340,0000,0000,479,520
E,9000,1430,1510,1510,0000,2400,0000,9900,9500,1150,0000,7000,479,520
F,1500,8800,6500,9300,0000,0000,4000,4600,6200,6500,7000,0000,479,520
G,8000,5600,6300,4400,0000,3500,8000,1900,3700,3200,0000,8000,479,520
H,7000,3000,0000,1400,0000,5000,1000,1400,0000,0000,2000,4000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,1700,2000,8000,1400,2600,7000,0000,4800,1500,1800,3200,579,616
B,8000,1200,0000,1200,3260,2540,2630,1520,9400,1860,6000,1300,579,616
C,2500,6000,2000,2200,1440,1620,1170,1270,9400,5600,2500,0000,579,616
D,9000,8000,9000,2500,1470,1230,1450,1140,6700,6000,0000,8000,579,616
E,3400,4100,2200,1100,6500,7200,1710,1800,7000,4500,1500,9000,579,616
F,1000,9000,2000,3000,1360,9200,1680,4900,2700,7700,7000,1800,579,616
G,0000,8000,1000,1200,1210,1390,1220,7600,1130,6700,0000,2200,579,616
H,2000,0000,1000,1000,4000,2700,5000,3300,8000,4000,0000,2100,579,616
